LOAD kn,STRAIN1 mm
0.837588,0.060626
0.847,0.060852
0.849056,0.060903
0.851035,0.061084
0.853807,0.06107
0.85302,0.061358
0.860298,0.061339
0.853324,0.061443
0.857562,0.061482
0.85175,0.061478
0.862062,0.061687
0.850797,0.061469
0.858533,0.061669
0.853366,0.061689
0.858593,0.061706
0.858086,0.061786
0.85842,0.061676
0.861341,0.061852
0.861865,0.061942
0.873822,0.062053
0.868696,0.062139
0.878322,0.062296
0.872725,0.062269
0.8838,0.062517
0.877905,0.062467
0.887698,0.06269
0.883925,0.062787
0.888836,0.062926
0.885624,0.062842
0.88793,0.06297
0.89516,0.063164
0.8874,0.063087
0.898045,0.063384
0.892246,0.063271
0.900704,0.063376
0.895768,0.063334
0.901979,0.063661
0.900465,0.063696
0.915134,0.063872
0.912589,0.063913
0.915104,0.064188
0.915128,0.06422
0.912976,0.064202
0.920326,0.064281
0.912744,0.064413
0.921506,0.064516
0.91241,0.064403
0.924331,0.06465
0.921172,0.064539
0.931972,0.064909
0.929809,0.064833
0.936532,0.064998
0.935066,0.065022
0.934005,0.064945
0.938874,0.065199
0.934875,0.065172
0.945449,0.065332
0.940281,0.065421
0.955611,0.065659
0.944155,0.065665
0.955629,0.065827
0.952268,0.065983
0.960672,0.066004
0.960934,0.066068
0.967848,0.066331
0.969923,0.066333
0.968069,0.066504
0.972998,0.066742
0.967795,0.066598
0.978631,0.066857
0.968599,0.066763
0.976026,0.067038
0.969559,0.06685
0.977534,0.066922
0.975049,0.066998
0.98148,0.067071
0.985873,0.067152
0.990224,0.067554
0.998378,0.067691
1.000273,0.067914
1.007551,0.068024
1.000118,0.068089
1.006788,0.068197
1.000738,0.068301
1.00826,0.068288
0.999367,0.068151
1.008534,0.068349
0.999504,0.068257
1.00137,0.06834
1.007336,0.068394
1.005012,0.068536
1.016235,0.068585
1.012403,0.068629
1.023841,0.068863
1.021439,0.068875
1.033878,0.06908
1.024842,0.069149
1.031584,0.069223
1.024652,0.06907
1.030129,0.069278
1.028872,0.0693
1.030028,0.069332
1.03367,0.069461
1.03423,0.069477
1.044047,0.069613
1.033026,0.069665
1.047027,0.069707
1.036966,0.069849
1.04779,0.069921
1.042575,0.069818
1.050645,0.070029
1.045269,0.070056
1.052552,0.070221
1.057023,0.070257
1.059246,0.070529
1.070493,0.070655
1.068372,0.070747
1.078957,0.071041
1.067775,0.071027
1.078737,0.071242
1.070547,0.071211
1.08031,0.071387
1.071543,0.071208
1.077515,0.071354
1.07227,0.07126
1.07609,0.071265
1.080889,0.071459
1.077312,0.071558
1.089954,0.071687
1.084369,0.071819
1.098299,0.071976
1.090902,0.072009
1.100868,0.072203
1.093996,0.072145
1.104045,0.072422
1.099938,0.072292
1.106644,0.07237
1.107812,0.072549
1.107842,0.07263
1.112336,0.072697
1.10873,0.072806
1.118785,0.072914
1.108509,0.072988
1.125282,0.073125
1.114756,0.073114
1.12558,0.073336
1.124173,0.073328
1.129156,0.073492
1.126486,0.073495
1.12673,0.073624
1.130384,0.073658
1.128012,0.073681
1.138306,0.073948
1.136512,0.07405
1.151162,0.074103
1.142418,0.074184
1.150578,0.074408
1.14547,0.074378
1.154321,0.074522
1.148504,0.074541
1.151407,0.074717
1.151431,0.074612
1.150256,0.074627
1.152843,0.074762
1.153451,0.074804
1.163203,0.074901
1.156491,0.074948
1.165593,0.075112
1.163703,0.075173
1.174015,0.075406
1.170808,0.075415
1.183826,0.075767
1.182437,0.075796
1.183552,0.075985
1.182884,0.076047
1.185596,0.07615
1.191783,0.07628
1.189494,0.076353
1.196849,0.076524
1.191306,0.076377
1.196903,0.076489
1.18838,0.076538
1.195419,0.076582
1.189494,0.076575
1.193172,0.076745
1.199299,0.076712
1.19921,0.076764
1.200724,0.076976
1.2007,0.076976
1.210058,0.077122
1.200563,0.077046
1.213163,0.077144
1.20405,0.077183
1.214373,0.077413
1.206517,0.077298
1.219302,0.077465
1.219445,0.077423
1.22239,0.077673
1.228362,0.077718
1.227981,0.077961
1.238894,0.078049
1.23536,0.078086
1.24616,0.078408
1.238233,0.078529
1.250428,0.078806
1.243234,0.078629
1.252949,0.07877
1.246458,0.07877
1.249498,0.078945
1.243806,0.078975
1.246357,0.078983
1.248634,0.079032
1.252043,0.079137
1.257569,0.079232
1.253682,0.079256
1.263189,0.079416
1.259929,0.079312
1.276213,0.079732
1.265162,0.079729
1.278967,0.079929
1.267064,0.079844
1.272988,0.079959
1.272148,0.080002
1.274186,0.080008
1.278979,0.080137
1.279485,0.080218
1.282448,0.080392
1.275015,0.080302
1.28696,0.080528
1.282501,0.080512
1.296192,0.080605
1.28569,0.080545
1.294923,0.080742
1.291066,0.080743
1.296329,0.080948
1.29407,0.081005
1.295871,0.080998
1.298827,0.080934
1.29059,0.080994
1.299936,0.081077
1.294857,0.08117
1.306129,0.081302
1.304257,0.081383
1.317453,0.081671
1.31399,0.081588
1.323563,0.081908
1.320082,0.081873
1.325518,0.082084
1.326656,0.082208
1.329237,0.082211
1.328367,0.08245
1.32274,0.082404
1.332271,0.082451
1.325047,0.082405
1.331335,0.082572
1.325673,0.082461
1.333606,0.082732
1.329428,0.082623
1.339847,0.082836
1.336676,0.082706
1.339269,0.08286
1.343447,0.082965
1.339287,0.082991
1.350415,0.08308
1.34241,0.083159
1.35563,0.08332
1.345646,0.083322
1.36022,0.083661
1.355213,0.083596
1.366812,0.083725
1.365477,0.083839
1.369125,0.083943
1.36767,0.083924
1.366526,0.084017
1.368511,0.084197
1.364392,0.084128
1.376569,0.084268
1.370871,0.084283
1.37794,0.084407
1.368773,0.084445
1.381373,0.08449
1.373976,0.084531
1.377326,0.084678
1.376331,0.084583
1.378173,0.084665
1.382273,0.084778
1.384223,0.084879
1.397473,0.085108
1.396888,0.085091
1.407522,0.085425
1.40186,0.085436
1.412874,0.085624
1.401627,0.08556
1.409227,0.08583
1.402944,0.085705
1.41145,0.08585
1.40779,0.085956
1.408088,0.086045
1.41353,0.086006
1.413161,0.085998
1.418817,0.086127
1.414752,0.086197
1.428866,0.086389
1.41865,0.086496
1.430488,0.086658
1.431364,0.086556
1.440167,0.086934
1.436824,0.086971
1.445001,0.087056
1.443887,0.087161
1.44304,0.087187
1.447695,0.087326
1.441967,0.087336
1.451743,0.087503
1.445746,0.087475
1.457942,0.087701
1.45036,0.087666
1.463807,0.087848
1.456243,0.087853
1.468551,0.087956
1.462364,0.088158
1.467514,0.088209
1.46907,0.08831
1.47298,0.088325
1.476437,0.088552
1.472485,0.088592
1.485175,0.088813
1.480943,0.088873
1.494062,0.089037
1.487094,0.088972
1.501614,0.089399
1.494557,0.08921
1.498157,0.089459
1.489931,0.089439
1.492596,0.089485
1.497471,0.089462
1.491511,0.089637
1.502413,0.0896
1.495999,0.08983
1.509255,0.089946
1.502109,0.089908
1.512587,0.090042
1.509219,0.090058
1.518726,0.090373
1.519483,0.090362
1.527828,0.090693
1.528847,0.090682
1.532435,0.0908
1.538646,0.091065
1.53566,0.091145
1.544106,0.091267
1.530439,0.091253
1.542854,0.091389
1.526976,0.091224
1.540643,0.091406
1.530594,0.091311
1.538032,0.091451
1.532847,0.091424
1.540631,0.091587
1.543945,0.091656
1.54869,0.091753
1.557225,0.091899
1.556337,0.091927
1.565391,0.092127
1.559079,0.092129
1.566756,0.092318
1.557535,0.092409
1.568854,0.092495
1.562446,0.092602
1.571608,0.092732
1.569325,0.09259
1.573956,0.092792
1.569849,0.092737
1.569766,0.092755
1.575559,0.092941
1.571214,0.092837
1.580733,0.092863
1.577914,0.093091
1.59111,0.093268
1.590741,0.09345
1.595533,0.093561
1.588631,0.093437
1.593029,0.09356
1.585543,0.093545
1.584905,0.093627
1.589334,0.093581
1.589102,0.093679
1.600629,0.09396
1.600116,0.093919
1.616389,0.094221
1.612735,0.094248
1.625639,0.094481
1.616955,0.094679
1.62245,0.094754
1.613885,0.094696
1.622868,0.094756
1.620173,0.09482
1.624328,0.094798
1.626021,0.095073
1.62273,0.095074
1.637697,0.095209
1.627535,0.09528
1.640356,0.095366
1.63306,0.095433
1.643437,0.095555
1.631176,0.095496
1.642615,0.095705
1.63691,0.095713
1.641262,0.095798
1.641738,0.095775
1.642609,0.095911
1.653153,0.096094
1.65543,0.096058
1.670009,0.096443
1.664793,0.096491
1.669979,0.096603
1.660919,0.096663
1.672322,0.096809
1.668042,0.096772
1.669061,0.097012
1.671374,0.096908
1.672447,0.097028
1.677424,0.097122
1.680756,0.097293
1.686293,0.097403
1.679736,0.097452
1.687467,0.097444
1.679581,0.09748
1.688421,0.097644
1.676732,0.097606
1.682383,0.097696
1.67557,0.097543
1.685202,0.097656
1.683134,0.097619
1.689082,0.097878
1.700377,0.097935
1.698357,0.098059
1.711118,0.098271
1.705676,0.098343
1.713353,0.098491
1.705056,0.098438
1.718014,0.098719
1.709044,0.098595
1.714927,0.09878
1.714748,0.098787
1.718938,0.098857
1.718652,0.098861
1.715761,0.098967
1.716715,0.099046
1.716864,0.098975
1.727206,0.099179
1.721108,0.09919
1.733768,0.099404
1.722258,0.099343
1.73797,0.099484
1.731122,0.099527
1.741451,0.099674
1.738143,0.099721
1.743037,0.099917
1.743668,0.10009
1.74886,0.100078
1.757807,0.100225
1.757097,0.100409
1.768428,0.100558
1.761496,0.100636
1.770997,0.100851
1.759785,0.100839
1.764923,0.101006
1.754457,0.100777
1.758116,0.100927
1.752913,0.100863
1.754314,0.100898
1.755136,0.101005
1.751983,0.100879
1.761878,0.101118
1.757455,0.101055
1.77027,0.1012
1.770931,0.101171
1.788247,0.101528
1.788658,0.101579
1.800364,0.102018
1.796442,0.10198
1.802361,0.10218
1.796991,0.102105
1.795602,0.102188
1.793265,0.102258
1.790076,0.102302
1.798052,0.102347
1.795089,0.102478
1.807868,0.102644
1.802158,0.102572
1.813322,0.102852
1.805365,0.102837
1.816726,0.102913
1.812476,0.102958
1.818663,0.103079
1.81849,0.103092
1.823163,0.103195
1.823664,0.103422
1.819617,0.10327
1.823992,0.103424
1.824695,0.103385
1.837111,0.103769
1.832438,0.103645
1.847595,0.103945
1.843625,0.10396
1.847237,0.104252
1.843011,0.104057
1.840454,0.104158
1.840198,0.104249
1.837718,0.104245
1.842493,0.104284
1.839185,0.104272
1.849431,0.104464
1.841217,0.104488
1.854551,0.104654
1.846713,0.10462
1.860797,0.104753
1.860702,0.104856
1.869035,0.105047
1.871848,0.105149
1.878601,0.105288
1.881647,0.105374
1.882023,0.105565
1.884931,0.105667
1.874083,0.105822
1.885873,0.105796
1.876128,0.105801
1.889855,0.105913
1.880145,0.105938
1.889855,0.106063
1.883519,0.106051
1.892382,0.106167
1.889348,0.106072
1.889783,0.106348
1.898259,0.106278
1.898772,0.106585
1.914853,0.106696
1.903731,0.106633
1.91164,0.106882
1.904118,0.106797
1.916414,0.106943
1.910549,0.107043
1.92135,0.107173
1.917082,0.107172
1.925081,0.107387
1.92368,0.107466
1.929951,0.107589
1.933151,0.107601
1.938713,0.10784
1.944119,0.108054
1.939112,0.108189
1.954526,0.108307
1.944274,0.108408
1.950902,0.108442
1.94031,0.10834
1.947582,0.108674
1.946139,0.108416
1.9463,0.108624
1.945752,0.108752
1.94698,0.108769
1.949495,0.108651
1.944506,0.108798
1.953977,0.108889
1.947784,0.108808
1.9593,0.109103
1.957619,0.109025
1.974767,0.10935
1.972878,0.109396
1.984543,0.109751
1.97919,0.109724
1.984042,0.109838
1.97742,0.109748
1.976544,0.110027
1.975602,0.110015
1.973087,0.109916
1.977021,0.109953
1.973343,0.110003
1.984936,0.110161
1.975042,0.109966
1.985669,0.110176
1.979762,0.110188
1.991427,0.110539
1.988679,0.110457
2.003419,0.110653
2.006131,0.110672
2.00901,0.110915
2.011746,0.110871
2.012795,0.111109
2.017748,0.111259
2.015376,0.111355
2.020782,0.111396
2.010226,0.111434
2.017736,0.11151
2.007574,0.111426
2.020282,0.111688
2.011168,0.111543
2.024263,0.111697
2.020741,0.111697
2.030247,0.111976
2.037561,0.112029
2.040339,0.112213
2.048475,0.112286
2.049899,0.112429
2.056444,0.1127
2.047569,0.112707
2.058536,0.112885
2.048039,0.112946
2.054709,0.113055
2.045852,0.112956
2.056617,0.113081
2.057946,0.112984
2.055615,0.113252
2.053589,0.11325
2.056694,0.113189
2.062684,0.11332
2.059573,0.113455
2.067232,0.113544
2.062267,0.113566
2.070463,0.113664
2.057952,0.113548
2.074564,0.113773
2.066088,0.113612
2.073699,0.113935
2.075416,0.113903
2.082121,0.114057
2.087933,0.114225
2.08931,0.11441
2.09372,0.114382
2.096671,0.114555
2.103567,0.114771
2.09676,0.1148
2.103311,0.114881
2.091515,0.114784
2.099389,0.11504
2.092236,0.114851
2.105331,0.115058
2.101302,0.11506
2.111459,0.115282
2.11519,0.115314
2.111191,0.115424
2.113473,0.115554
2.112675,0.11545
2.116817,0.11564
2.10979,0.115545
2.120262,0.115675
2.107477,0.115556
2.123219,0.115724
2.11674,0.115743
2.122742,0.115978
2.116287,0.115817
2.125007,0.116122
2.124864,0.116179
2.128804,0.116202
2.134085,0.116199
2.135015,0.116286
2.143389,0.116545
2.142674,0.11657
2.153349,0.116865
2.148169,0.116921
2.160877,0.117118
2.150536,0.116951
2.159417,0.117253
2.152401,0.117064
2.156597,0.117418
2.16046,0.117377
2.162987,0.11754
2.17219,0.117618
2.171332,0.117922
2.180886,0.118041
2.173907,0.117962
2.187079,0.118275
2.176756,0.118177
2.189332,0.118357
2.181876,0.118425
2.18755,0.118462
2.179796,0.118471
2.182597,0.118599
2.185106,0.118608
2.180535,0.11861
2.182239,0.118769
2.175218,0.118757
2.184653,0.118775
2.174586,0.11855
2.187008,0.119043
2.182144,0.118815
2.195799,0.118972
2.196896,0.119015
2.209413,0.119335
2.210397,0.119344
2.218252,0.119584
2.21746,0.119595
2.223289,0.119823
2.22283,0.119885
2.219158,0.119929
2.227139,0.120158
2.217621,0.120043
2.231324,0.120333
2.21945,0.120182
2.228063,0.120373
2.221292,0.120269
2.228105,0.120474
2.229106,0.120461
2.233201,0.120587
2.234238,0.120557
2.23766,0.120793
2.246463,0.120927
2.244568,0.120945
2.255851,0.121237
2.247983,0.121159
2.256525,0.121293
2.245218,0.1213
2.25482,0.121511
2.253848,0.121435
2.258706,0.121663
2.257705,0.121556
2.259237,0.121834
2.265233,0.121943
2.260995,0.121804
2.269763,0.122089
2.261424,0.121775
2.274132,0.122088
2.268875,0.122144
2.284467,0.122356
2.279758,0.122397
2.286822,0.122644
2.283967,0.122549
2.286857,0.122754
2.283877,0.12274
2.286196,0.122812
2.292204,0.122975
2.28824,0.122996
2.297473,0.123215
2.291554,0.123209
2.307105,0.123241
2.302808,0.123347
2.311063,0.123574
2.310193,0.123538
2.317554,0.123878
2.320975,0.124022
2.32498,0.124164
2.324283,0.124248
2.322644,0.124157
2.325338,0.124264
2.316535,0.124207
2.324992,0.124428
2.312541,0.124505
2.325255,0.124607
2.31809,0.124586
2.325314,0.124649
2.317089,0.124566
2.327412,0.124636
2.326858,0.124695
2.329516,0.124822
2.335697,0.124937
2.336824,0.12505
2.345145,0.125273
2.34679,0.125233
2.354783,0.125346
2.347857,0.12533
2.361155,0.125551
2.347964,0.125495
2.358079,0.125686
2.350187,0.125693
2.358907,0.125762
2.362543,0.125871
2.369237,0.126125
2.3754,0.126267
2.375829,0.126305
2.380335,0.126564
2.37115,0.126511
2.380019,0.126643
2.365577,0.126435
2.378088,0.126788
2.367616,0.12667
2.382469,0.126798
2.379429,0.126828
2.389574,0.126942
2.396107,0.127198
2.400893,0.12727
2.403593,0.127498
2.397639,0.127413
2.401739,0.127555
2.390683,0.12762
2.398992,0.127643
2.384043,0.127629
2.396786,0.127742
2.388477,0.127583
2.393287,0.127792
2.390993,0.127766
2.397335,0.127777
2.401853,0.127899
2.404499,0.128179
2.409649,0.128134
2.410936,0.128131
2.416843,0.128296
2.415413,0.128203
2.425319,0.128464
2.415216,0.128421
2.424788,0.128639
2.417952,0.128721
2.426791,0.12875
2.424943,0.128717
2.433807,0.128989
2.438712,0.12907
2.440768,0.129167
2.448434,0.129259
2.446151,0.12941
2.455282,0.129524
2.449828,0.129609
2.458906,0.129821
2.446449,0.129808
2.460206,0.129965
2.451992,0.129984
2.460492,0.130185
2.455944,0.130005
2.460176,0.130188
2.461201,0.129977
2.45809,0.130311
2.460814,0.130394
2.46377,0.130503
2.47435,0.130585
2.466607,0.130644
2.485347,0.130841
2.482778,0.130966
2.494097,0.13118
2.486879,0.131301
2.496672,0.131394
2.490753,0.13147
2.491039,0.131638
2.490795,0.131704
2.485675,0.131695
2.494717,0.131657
2.489376,0.13168
