POSN mm ,LOAD kn,STRAIN1 mm,TIME(sec),,,,STRAIN,FORCE
-54.325865,-1.979119,-0.148942,9.33,,,,0.148942,1.979119
-54.326656,-1.972759,-0.148965,9.34,,,,0.148965,1.972759
-54.32577,-1.97956,-0.148998,9.35,,,,0.148998,1.97956
-54.325089,-1.976568,-0.148969,9.36,,,,0.148969,1.976568
-54.325865,-1.977724,-0.148889,9.37,,,,0.148889,1.977724
-54.326824,-1.982468,-0.149074,9.38,,,,0.149074,1.982468
-54.324852,-1.977855,-0.148994,9.39,,,,0.148994,1.977855
-54.32622,-1.986235,-0.149119,9.4,,,,0.149119,1.986235
-54.323712,-1.981533,-0.148978,9.41,,,,0.148978,1.981533
-54.326642,-1.9768,-0.148941,9.42,,,,0.148941,1.9768
-54.325529,-1.985037,-0.148976,9.43,,,,0.148976,1.985037
-54.324825,-1.976961,-0.148995,9.44,,,,0.148995,1.976961
-54.324389,-1.97776,-0.148924,9.45,,,,0.148924,1.97776
-54.324657,-1.982868,-0.149067,9.46,,,,0.149067,1.982868
-54.325234,-1.976961,-0.148895,9.47,,,,0.148895,1.976961
-54.324834,-1.982647,-0.149095,9.48,,,,0.149095,1.982647
-54.324766,-1.980162,-0.149028,9.49,,,,0.149028,1.980162
-54.324444,-1.977092,-0.14895,9.5,,,,0.14895,1.977092
-54.325025,-1.98521,-0.14911,9.51,,,,0.14911,1.98521
-54.324108,-1.974064,-0.148964,9.52,,,,0.148964,1.974064
-54.325034,-1.977825,-0.14897,9.53,,,,0.14897,1.977825
-54.326224,-1.979351,-0.148897,9.54,,,,0.148897,1.979351
-54.324176,-1.971179,-0.148931,9.55,,,,0.148931,1.971179
-54.326033,-1.982188,-0.149094,9.56,,,,0.149094,1.982188
-54.32493,-1.976717,-0.149017,9.57,,,,0.149017,1.976717
-54.325193,-1.974756,-0.149026,9.58,,,,0.149026,1.974756
-54.325361,-1.980716,-0.148959,9.59,,,,0.148959,1.980716
-54.322713,-1.971173,-0.148891,9.6,,,,0.148891,1.971173
-54.326306,-1.97612,-0.148912,9.61,,,,0.148912,1.97612
-54.324339,-1.975644,-0.148979,9.62,,,,0.148979,1.975644
-54.323158,-1.969182,-0.148868,9.63,,,,0.148868,1.969182
-54.324575,-1.982015,-0.149044,9.64,,,,0.149044,1.982015
-54.325211,-1.969391,-0.148929,9.65,,,,0.148929,1.969391
-54.324139,-1.974601,-0.148971,9.66,,,,0.148971,1.974601
-54.324135,-1.979327,-0.149183,9.67,,,,0.149183,1.979327
-54.325007,-1.968777,-0.148975,9.68,,,,0.148975,1.968777
-54.32656,-1.97916,-0.149023,9.69,,,,0.149023,1.97916
-54.324171,-1.97643,-0.149088,9.7,,,,0.149088,1.97643
-54.326174,-1.973689,-0.149049,9.71,,,,0.149049,1.973689
-54.325302,-1.982599,-0.149028,9.72,,,,0.149028,1.982599
-54.32622,-1.971596,-0.148981,9.73,,,,0.148981,1.971596
-54.324621,-1.97612,-0.149048,9.74,,,,0.149048,1.97612
-54.324984,-1.980472,-0.14899,9.75,,,,0.14899,1.980472
-54.324557,-1.974118,-0.149028,9.76,,,,0.149028,1.974118
-54.326646,-1.980668,-0.149201,9.77,,,,0.149201,1.980668
-54.324557,-1.972514,-0.149114,9.78,,,,0.149114,1.972514
-54.326297,-1.971906,-0.149,9.79,,,,0.149,1.971906
-54.326274,-1.976711,-0.149189,9.8,,,,0.149189,1.976711
-54.324394,-1.967949,-0.148974,9.81,,,,0.148974,1.967949
-54.325075,-1.979446,-0.149156,9.82,,,,0.149156,1.979446
-54.325375,-1.97745,-0.149029,9.83,,,,0.149029,1.97745
-54.325179,-1.969826,-0.148973,9.84,,,,0.148973,1.969826
-54.324952,-1.979071,-0.149126,9.85,,,,0.149126,1.979071
-54.324217,-1.97674,-0.149053,9.86,,,,0.149053,1.97674
-54.325407,-1.974052,-0.149148,9.87,,,,0.149148,1.974052
-54.32577,-1.9804,-0.149089,9.88,,,,0.149089,1.9804
-54.324262,-1.972163,-0.149047,9.89,,,,0.149047,1.972163
-54.324871,-1.785535,-0.149123,0,,,,0.149123,1.785535
-54.325874,-1.792181,-0.149174,0.01,,,,0.149174,1.792181
-54.325075,-1.783663,-0.149072,0.02,,,,0.149072,1.783663
-54.325357,-1.786,-0.149064,0.03,,,,0.149064,1.786
-54.324221,-1.787257,-0.149098,0.04,,,,0.149098,1.787257
-54.324553,-1.775283,-0.148997,0.05,,,,0.148997,1.775283
-54.325611,-1.779848,-0.148879,0.06,,,,0.148879,1.779848
-54.324026,-1.766843,-0.148965,0.07,,,,0.148965,1.766843
-54.325098,-1.762521,-0.148853,0.08,,,,0.148853,1.762521
-54.325357,-1.765484,-0.148974,0.09,,,,0.148974,1.765484
-54.322945,-1.749235,-0.14864,0.1,,,,0.14864,1.749235
-54.32512,-1.758128,-0.14888,0.11,,,,0.14888,1.758128
-54.324003,-1.748407,-0.148734,0.12,,,,0.148734,1.748407
-54.324126,-1.751256,-0.148676,0.13,,,,0.148676,1.751256
-54.32384,-1.755434,-0.148855,0.14,,,,0.148855,1.755434
-54.323958,-1.743209,-0.148619,0.15,,,,0.148619,1.743209
-54.323912,-1.748329,-0.148777,0.16,,,,0.148777,1.748329
-54.323885,-1.743507,-0.148681,0.17,,,,0.148681,1.743507
-54.322114,-1.734638,-0.14859,0.18,,,,0.14859,1.734638
-54.322486,-1.734418,-0.148636,0.19,,,,0.148636,1.734418
-54.321587,-1.723534,-0.148401,0.2,,,,0.148401,1.723534
-54.324085,-1.723993,-0.148511,0.21,,,,0.148511,1.723993
-54.3216,-1.723224,-0.148527,0.22,,,,0.148527,1.723224
-54.321669,-1.716673,-0.148367,0.23,,,,0.148367,1.716673
-54.324471,-1.722127,-0.148364,0.24,,,,0.148364,1.722127
-54.321728,-1.710474,-0.148333,0.25,,,,0.148333,1.710474
-54.323603,-1.706994,-0.148243,0.26,,,,0.148243,1.706994
-54.32255,-1.698363,-0.148163,0.27,,,,0.148163,1.698363
-54.322645,-1.693398,-0.148103,0.28,,,,0.148103,1.693398
-54.323781,-1.697457,-0.148093,0.29,,,,0.148093,1.697457
-54.321537,-1.685977,-0.148104,0.3,,,,0.148104,1.685977
-54.321828,-1.687557,-0.148095,0.31,,,,0.148095,1.687557
-54.321428,-1.686651,-0.148101,0.32,,,,0.148101,1.686651
-54.321269,-1.675826,-0.147865,0.33,,,,0.147865,1.675826
-54.322827,-1.679242,-0.147917,0.34,,,,0.147917,1.679242
-54.321519,-1.671582,-0.148019,0.35,,,,0.148019,1.671582
-54.321932,-1.666379,-0.147855,0.36,,,,0.147855,1.666379
-54.322968,-1.672429,-0.147936,0.37,,,,0.147936,1.672429
-54.320606,-1.657474,-0.147719,0.38,,,,0.147719,1.657474
-54.32155,-1.661891,-0.147863,0.39,,,,0.147863,1.661891
-54.319152,-1.659119,-0.147781,0.4,,,,0.147781,1.659119
-54.319852,-1.65484,-0.147801,0.41,,,,0.147801,1.65484
-54.321882,-1.660496,-0.14785,0.42,,,,0.14785,1.660496
-54.321691,-1.649904,-0.147698,0.43,,,,0.147698,1.649904
-54.321996,-1.651651,-0.147587,0.44,,,,0.147587,1.651651
-54.320433,-1.650918,-0.147654,0.45,,,,0.147654,1.650918
-54.321124,-1.639873,-0.147602,0.46,,,,0.147602,1.639873
-54.3219,-1.645166,-0.147795,0.47,,,,0.147795,1.645166
-54.31794,-1.627094,-0.147514,0.48,,,,0.147514,1.627094
-54.32121,-1.624596,-0.147379,0.49,,,,0.147379,1.624596
-54.319902,-1.624179,-0.147433,0.5,,,,0.147433,1.624179
-54.320656,-1.612645,-0.147405,0.51,,,,0.147405,1.612645
-54.321146,-1.621932,-0.147474,0.52,,,,0.147474,1.621932
-54.320015,-1.616377,-0.147263,0.53,,,,0.147263,1.616377
-54.319625,-1.611799,-0.147209,0.54,,,,0.147209,1.611799
-54.320901,-1.611471,-0.147375,0.55,,,,0.147375,1.611471
-54.319534,-1.600289,-0.147164,0.56,,,,0.147164,1.600289
-54.320479,-1.607293,-0.147339,0.57,,,,0.147339,1.607293
-54.317081,-1.600254,-0.147191,0.58,,,,0.147191,1.600254
-54.318548,-1.594388,-0.147109,0.59,,,,0.147109,1.594388
-54.320542,-1.600701,-0.147092,0.6,,,,0.147092,1.600701
-54.318594,-1.587623,-0.147088,0.61,,,,0.147088,1.587623
-54.320846,-1.593232,-0.147112,0.62,,,,0.147112,1.593232
-54.318435,-1.582599,-0.147067,0.63,,,,0.147067,1.582599
-54.317535,-1.577324,-0.146881,0.64,,,,0.146881,1.577324
-54.319766,-1.584452,-0.147049,0.65,,,,0.147049,1.584452
-54.315823,-1.572311,-0.146955,0.66,,,,0.146955,1.572311
-54.317708,-1.577485,-0.146926,0.67,,,,0.146926,1.577485
-54.319234,-1.57395,-0.146811,0.68,,,,0.146811,1.57395
-54.317731,-1.564837,-0.146723,0.69,,,,0.146723,1.564837
-54.317867,-1.566947,-0.146837,0.7,,,,0.146837,1.566947
-54.316041,-1.556176,-0.14675,0.71,,,,0.14675,1.556176
-54.317367,-1.556718,-0.146764,0.72,,,,0.146764,1.556718
-54.318017,-1.558053,-0.146758,0.73,,,,0.146758,1.558053
-54.317844,-1.55313,-0.146651,0.74,,,,0.146651,1.55313
-54.318185,-1.555502,-0.146713,0.75,,,,0.146713,1.555502
-54.315396,-1.543021,-0.146613,0.76,,,,0.146613,1.543021
-54.317704,-1.538718,-0.146497,0.77,,,,0.146497,1.538718
-54.317254,-1.543069,-0.146637,0.78,,,,0.146637,1.543069
-54.315746,-1.530153,-0.146386,0.79,,,,0.146386,1.530153
-54.318962,-1.531881,-0.14644,0.8,,,,0.14644,1.531881
-54.316227,-1.519394,-0.146481,0.81,,,,0.146481,1.519394
-54.317685,-1.517236,-0.146351,0.82,,,,0.146351,1.517236
-54.318149,-1.517028,-0.146238,0.83,,,,0.146238,1.517028
-54.315823,-1.498908,-0.146094,0.84,,,,0.146094,1.498908
-54.317817,-1.498812,-0.146063,0.85,,,,0.146063,1.498812
-54.315614,-1.49039,-0.146134,0.86,,,,0.146134,1.49039
-54.316196,-1.485246,-0.145893,0.87,,,,0.145893,1.485246
-54.317422,-1.492912,-0.145926,0.88,,,,0.145926,1.492912
-54.315024,-1.478297,-0.14583,0.89,,,,0.14583,1.478297
-54.316822,-1.4844,-0.145956,0.9,,,,0.145956,1.4844
-54.315328,-1.483023,-0.145849,0.91,,,,0.145849,1.483023
-54.316868,-1.474494,-0.145772,0.92,,,,0.145772,1.474494
-54.317981,-1.482093,-0.145997,0.93,,,,0.145997,1.482093
-54.314701,-1.466757,-0.145774,0.94,,,,0.145774,1.466757
-54.317072,-1.46547,-0.145751,0.95,,,,0.145751,1.46547
-54.315578,-1.457638,-0.145706,0.96,,,,0.145706,1.457638
-54.315878,-1.442683,-0.145551,0.97,,,,0.145551,1.442683
-54.317545,-1.44586,-0.145627,0.98,,,,0.145627,1.44586
-54.314738,-1.431865,-0.145368,0.99,,,,0.145368,1.431865
-54.314347,-1.42591,-0.145375,1,,,,0.145375,1.42591
-54.315196,-1.422942,-0.145354,1.01,,,,0.145354,1.422942
-54.314992,-1.409262,-0.145169,1.02,,,,0.145169,1.409262
-54.317363,-1.413679,-0.145102,1.03,,,,0.145102,1.413679
-54.312721,-1.399893,-0.144929,1.04,,,,0.144929,1.399893
-54.314901,-1.395875,-0.144874,1.05,,,,0.144874,1.395875
-54.315355,-1.391751,-0.144902,1.06,,,,0.144902,1.391751
-54.313784,-1.371115,-0.144673,1.07,,,,0.144673,1.371115
-54.315937,-1.371652,-0.144646,1.08,,,,0.144646,1.371652
-54.314138,-1.358593,-0.144566,1.09,,,,0.144566,1.358593
-54.316064,-1.3466,-0.14443,1.1,,,,0.14443,1.3466
-54.315215,-1.345479,-0.144307,1.11,,,,0.144307,1.345479
-54.314102,-1.324749,-0.144256,1.12,,,,0.144256,1.324749
-54.315314,-1.327342,-0.144215,1.13,,,,0.144215,1.327342
-54.313702,-1.315504,-0.14405,1.14,,,,0.14405,1.315504
-54.313148,-1.307034,-0.144037,1.15,,,,0.144037,1.307034
-54.314415,-1.313239,-0.144081,1.16,,,,0.144081,1.313239
-54.311967,-1.2995,-0.143888,1.17,,,,0.143888,1.2995
-54.314447,-1.301014,-0.143699,1.18,,,,0.143699,1.301014
-54.312176,-1.291883,-0.143825,1.19,,,,0.143825,1.291883
-54.313775,-1.278782,-0.143727,1.2,,,,0.143727,1.278782
-54.313629,-1.278704,-0.14355,1.21,,,,0.14355,1.278704
-54.311018,-1.262498,-0.143356,1.22,,,,0.143356,1.262498
-54.312199,-1.256597,-0.1433,1.23,,,,0.1433,1.256597
-54.312771,-1.254207,-0.143359,1.24,,,,0.143359,1.254207
-54.311118,-1.245964,-0.143188,1.25,,,,0.143188,1.245964
-54.314152,-1.247638,-0.143153,1.26,,,,0.143153,1.247638
-54.310704,-1.236463,-0.143119,1.27,,,,0.143119,1.236463
-54.311795,-1.235378,-0.143032,1.28,,,,0.143032,1.235378
-54.311259,-1.236081,-0.14313,1.29,,,,0.14313,1.236081
-54.311077,-1.224202,-0.142839,1.3,,,,0.142839,1.224202
-54.312548,-1.22261,-0.143005,1.31,,,,0.143005,1.22261
-54.310868,-1.204813,-0.142753,1.32,,,,0.142753,1.204813
-54.312485,-1.191574,-0.142513,1.33,,,,0.142513,1.191574
-54.312221,-1.193953,-0.142496,1.34,,,,0.142496,1.193953
-54.310114,-1.177847,-0.142457,1.35,,,,0.142457,1.177847
-54.313516,-1.176977,-0.142503,1.36,,,,0.142503,1.176977
-54.310677,-1.167178,-0.14229,1.37,,,,0.14229,1.167178
-54.311699,-1.161098,-0.142193,1.38,,,,0.142193,1.161098
-54.311849,-1.158822,-0.142251,1.39,,,,0.142251,1.158822
-54.3104,-1.143909,-0.142009,1.4,,,,0.142009,1.143909
-54.311222,-1.148742,-0.142056,1.41,,,,0.142056,1.148742
-54.309178,-1.137775,-0.142013,1.42,,,,0.142013,1.137775
-54.311145,-1.131541,-0.14196,1.43,,,,0.14196,1.131541
-54.310427,-1.133257,-0.141819,1.44,,,,0.141819,1.133257
-54.309678,-1.116532,-0.141663,1.45,,,,0.141663,1.116532
-54.310877,-1.11683,-0.141633,1.46,,,,0.141633,1.11683
-54.311054,-1.112318,-0.14168,1.47,,,,0.14168,1.112318
-54.310823,-1.102668,-0.141455,1.48,,,,0.141455,1.102668
-54.310909,-1.10997,-0.141658,1.49,,,,0.141658,1.10997
-54.309519,-1.0979,-0.141458,1.5,,,,0.141458,1.0979
-54.309292,-1.098233,-0.141488,1.51,,,,0.141488,1.098233
-54.309455,-1.09483,-0.141381,1.52,,,,0.141381,1.09483
-54.309814,-1.07801,-0.141282,1.53,,,,0.141282,1.07801
-54.310414,-1.073086,-0.141216,1.54,,,,0.141216,1.073086
-54.308456,-1.0638,-0.141068,1.55,,,,0.141068,1.0638
-54.309469,-1.060128,-0.140933,1.56,,,,0.140933,1.060128
-54.30822,-1.060301,-0.140957,1.57,,,,0.140957,1.060301
-54.308211,-1.05024,-0.140746,1.58,,,,0.140746,1.05024
-54.310255,-1.057178,-0.140824,1.59,,,,0.140824,1.057178
-54.308797,-1.049745,-0.140803,1.6,,,,0.140803,1.049745
-54.310119,-1.040739,-0.140698,1.61,,,,0.140698,1.040739
-54.309596,-1.035213,-0.140625,1.62,,,,0.140625,1.035213
-54.307825,-1.01701,-0.140459,1.63,,,,0.140459,1.01701
-54.30852,-1.01921,-0.14051,1.64,,,,0.14051,1.01921
-54.309069,-1.007396,-0.140293,1.65,,,,0.140293,1.007396
-54.309433,-0.998092,-0.140184,1.66,,,,0.140184,0.998092
-54.308343,-1.000804,-0.140302,1.67,,,,0.140302,1.000804
-54.30634,-0.983608,-0.139969,1.68,,,,0.139969,0.983608
-54.308679,-0.986117,-0.139981,1.69,,,,0.139981,0.986117
-54.306035,-0.983924,-0.139991,1.7,,,,0.139991,0.983924
-54.306821,-0.972575,-0.139928,1.71,,,,0.139928,0.972575
-54.308066,-0.978178,-0.13992,1.72,,,,0.13992,0.978178
-54.307212,-0.966859,-0.139802,1.73,,,,0.139802,0.966859
-54.308747,-0.968492,-0.139725,1.74,,,,0.139725,0.968492
-54.308733,-0.967079,-0.139735,1.75,,,,0.139735,0.967079
-54.30738,-0.95405,-0.139693,1.76,,,,0.139693,0.95405
-54.307498,-0.960606,-0.139644,1.77,,,,0.139644,0.960606
-54.306444,-0.951219,-0.139629,1.78,,,,0.139629,0.951219
-54.306344,-0.951862,-0.139449,1.79,,,,0.139449,0.951862
-54.307584,-0.947374,-0.139538,1.8,,,,0.139538,0.947374
-54.30584,-0.931013,-0.139388,1.81,,,,0.139388,0.931013
-54.30832,-0.932711,-0.139281,1.82,,,,0.139281,0.932711
-54.304982,-0.915444,-0.139216,1.83,,,,0.139216,0.915444
-54.307634,-0.909638,-0.138977,1.84,,,,0.138977,0.909638
-54.306771,-0.90673,-0.139027,1.85,,,,0.139027,0.90673
-54.307153,-0.892365,-0.138785,1.86,,,,0.138785,0.892365
-54.307153,-0.89947,-0.138837,1.87,,,,0.138837,0.89947
-54.304945,-0.890201,-0.138802,1.88,,,,0.138802,0.890201
-54.307203,-0.885475,-0.138723,1.89,,,,0.138723,0.885475
-54.305985,-0.886601,-0.138741,1.9,,,,0.138741,0.886601
-54.305154,-0.871348,-0.138438,1.91,,,,0.138438,0.871348
-54.307066,-0.878638,-0.138561,1.92,,,,0.138561,0.878638
-54.304836,-0.866032,-0.138435,1.93,,,,0.138435,0.866032
-54.305,-0.860822,-0.138294,1.94,,,,0.138294,0.860822
-54.306953,-0.86422,-0.138382,1.95,,,,0.138382,0.86422
-54.304641,-0.849301,-0.138214,1.96,,,,0.138214,0.849301
-54.305808,-0.849265,-0.138124,1.97,,,,0.138124,0.849265
-54.305845,-0.840157,-0.138051,1.98,,,,0.138051,0.840157
-54.305259,-0.828189,-0.137881,1.99,,,,0.137881,0.828189
-54.307362,-0.831562,-0.137853,2,,,,0.137853,0.831562
-54.304537,-0.818622,-0.137751,2.01,,,,0.137751,0.818622
-54.3044,-0.815386,-0.137652,2.02,,,,0.137652,0.815386
-54.305295,-0.812393,-0.137617,2.03,,,,0.137617,0.812393
-54.30292,-0.794917,-0.137401,2.04,,,,0.137401,0.794917
-54.304959,-0.799042,-0.137448,2.05,,,,0.137448,0.799042
-54.303383,-0.792378,-0.137396,2.06,,,,0.137396,0.792378
-54.305677,-0.78823,-0.13724,2.07,,,,0.13724,0.78823
-54.304473,-0.786394,-0.137433,2.08,,,,0.137433,0.786394
-54.303351,-0.773287,-0.137127,2.09,,,,0.137127,0.773287
-54.305091,-0.782001,-0.13725,2.1,,,,0.13725,0.782001
-54.305186,-0.775725,-0.13716,2.11,,,,0.13716,0.775725
-54.303056,-0.771892,-0.137057,2.12,,,,0.137057,0.771892
-54.304355,-0.775743,-0.137095,2.13,,,,0.137095,0.775743
-54.302234,-0.760019,-0.136922,2.14,,,,0.136922,0.760019
-54.30411,-0.765008,-0.136901,2.15,,,,0.136901,0.765008
-54.301893,-0.758028,-0.136833,2.16,,,,0.136833,0.758028
-54.303873,-0.74569,-0.136683,2.17,,,,0.136683,0.74569
-54.304973,-0.748515,-0.136681,2.18,,,,0.136681,0.748515
-54.301448,-0.735408,-0.136587,2.19,,,,0.136587,0.735408
-54.303696,-0.735521,-0.136545,2.2,,,,0.136545,0.735521
-54.303192,-0.729001,-0.136388,2.21,,,,0.136388,0.729001
-54.303605,-0.717139,-0.136181,2.22,,,,0.136181,0.717139
-54.302102,-0.720769,-0.136261,2.23,,,,0.136261,0.720769
-54.300662,-0.708038,-0.136133,2.24,,,,0.136133,0.708038
-54.304082,-0.709432,-0.136057,2.25,,,,0.136057,0.709432
-54.302025,-0.703913,-0.136111,2.26,,,,0.136111,0.703913
-54.301662,-0.692654,-0.135933,2.27,,,,0.135933,0.692654
-54.303442,-0.700212,-0.136002,2.28,,,,0.136002,0.700212
-54.300844,-0.691229,-0.135872,2.29,,,,0.135872,0.691229
-54.30183,-0.689858,-0.135868,2.3,,,,0.135868,0.689858
-54.301385,-0.689828,-0.135874,2.31,,,,0.135874,0.689828
-54.301512,-0.678641,-0.135725,2.32,,,,0.135725,0.678641
-54.302797,-0.682092,-0.135689,2.33,,,,0.135689,0.682092
-54.301475,-0.670964,-0.13551,2.34,,,,0.13551,0.670964
-54.301712,-0.665009,-0.135465,2.35,,,,0.135465,0.665009
-54.302202,-0.666499,-0.135424,2.36,,,,0.135424,0.666499
-54.299795,-0.656796,-0.135286,2.37,,,,0.135286,0.656796
-54.303188,-0.657535,-0.13526,2.38,,,,0.13526,0.657535
-54.302429,-0.648308,-0.135136,2.39,,,,0.135136,0.648308
-54.30138,-0.639123,-0.135092,2.4,,,,0.135092,0.639123
-54.300381,-0.638229,-0.134956,2.41,,,,0.134956,0.638229
-54.300808,-0.62564,-0.134855,2.42,,,,0.134855,0.62564
-54.299877,-0.626934,-0.134782,2.43,,,,0.134782,0.626934
-54.301035,-0.623953,-0.13484,2.44,,,,0.13484,0.623953
-54.30123,-0.616646,-0.134726,2.45,,,,0.134726,0.616646
-54.301752,-0.623548,-0.134704,2.46,,,,0.134704,0.623548
-54.298555,-0.612944,-0.13464,2.47,,,,0.13464,0.612944
-54.301371,-0.610268,-0.134641,2.48,,,,0.134641,0.610268
-54.300095,-0.611204,-0.134542,2.49,,,,0.134542,0.611204
-54.299586,-0.599599,-0.134366,2.5,,,,0.134366,0.599599
-54.300667,-0.604153,-0.134471,2.51,,,,0.134471,0.604153
-54.299477,-0.594568,-0.134336,2.52,,,,0.134336,0.594568
-54.301126,-0.595415,-0.134205,2.53,,,,0.134205,0.595415
-54.29841,-0.594682,-0.134266,2.54,,,,0.134266,0.594682
-54.300531,-0.579685,-0.134035,2.55,,,,0.134035,0.579685
-54.30078,-0.581163,-0.134019,2.56,,,,0.134019,0.581163
-54.300499,-0.569993,-0.133919,2.57,,,,0.133919,0.569993
-54.301003,-0.566572,-0.133804,2.58,,,,0.133804,0.566572
-54.299177,-0.565261,-0.133809,2.59,,,,0.133809,0.565261
-54.2992,-0.553131,-0.133548,2.6,,,,0.133548,0.553131
-54.298114,-0.558311,-0.133635,2.61,,,,0.133635,0.558311
-54.299036,-0.55474,-0.133535,2.62,,,,0.133535,0.55474
-54.29935,-0.55508,-0.133611,2.63,,,,0.133611,0.55508
-54.297828,-0.559109,-0.133524,2.64,,,,0.133524,0.559109
-54.298024,-0.551713,-0.133429,2.65,,,,0.133429,0.551713
-54.298351,-0.556314,-0.13352,2.66,,,,0.13352,0.556314
-54.296879,-0.550592,-0.133489,2.67,,,,0.133489,0.550592
-54.297756,-0.541413,-0.133415,2.68,,,,0.133415,0.541413
-54.299927,-0.54425,-0.133388,2.69,,,,0.133388,0.54425
-54.29811,-0.524628,-0.133124,2.7,,,,0.133124,0.524628
-54.29855,-0.523204,-0.13305,2.71,,,,0.13305,0.523204
-54.29722,-0.515556,-0.132971,2.72,,,,0.132971,0.515556
-54.295657,-0.506985,-0.132768,2.73,,,,0.132768,0.506985
-54.297515,-0.512129,-0.132856,2.74,,,,0.132856,0.512129
-54.296824,-0.496531,-0.132586,2.75,,,,0.132586,0.496531
-54.298046,-0.494957,-0.132594,2.76,,,,0.132594,0.494957
-54.299263,-0.49336,-0.132427,2.77,,,,0.132427,0.49336
-54.29702,-0.478494,-0.132189,2.78,,,,0.132189,0.478494
-54.295612,-0.480998,-0.132191,2.79,,,,0.132191,0.480998
-54.295634,-0.468963,-0.132106,2.8,,,,0.132106,0.468963
-54.299917,-0.467342,-0.132122,2.81,,,,0.132122,0.467342
-54.295662,-0.46829,-0.132068,2.82,,,,0.132068,0.46829
-54.295898,-0.462008,-0.131902,2.83,,,,0.131902,0.462008
-54.296593,-0.466269,-0.131919,2.84,,,,0.131919,0.466269
-54.295285,-0.462776,-0.131891,2.85,,,,0.131891,0.462776
-54.299186,-0.457984,-0.131844,2.86,,,,0.131844,0.457984
-54.296234,-0.463885,-0.131992,2.87,,,,0.131992,0.463885
-54.294454,-0.44837,-0.131648,2.88,,,,0.131648,0.44837
-54.296388,-0.44623,-0.131612,2.89,,,,0.131612,0.44623
-54.29647,-0.432426,-0.131444,2.9,,,,0.131444,0.432426
-54.294204,-0.4215,-0.131173,2.91,,,,0.131173,0.4215
-54.295099,-0.429022,-0.131282,2.92,,,,0.131282,0.429022
-54.295303,-0.415003,-0.13109,2.93,,,,0.13109,0.415003
-54.296193,-0.419229,-0.131149,2.94,,,,0.131149,0.419229
-54.295839,-0.411916,-0.130978,2.95,,,,0.130978,0.411916
-54.296529,-0.405478,-0.130857,2.96,,,,0.130857,0.405478
-54.295076,-0.411326,-0.130947,2.97,,,,0.130947,0.411326
-54.2933,-0.402343,-0.130833,2.98,,,,0.130833,0.402343
-54.297419,-0.406528,-0.130763,2.99,,,,0.130763,0.406528
-54.294871,-0.398445,-0.130747,3,,,,0.130747,0.398445
-54.294658,-0.387794,-0.130487,3.01,,,,0.130487,0.387794
-54.29414,-0.385755,-0.130405,3.02,,,,0.130405,0.385755
-54.292255,-0.374913,-0.130331,3.03,,,,0.130331,0.374913
-54.295489,-0.379801,-0.130424,3.04,,,,0.130424,0.379801
-54.29558,-0.378406,-0.130271,3.05,,,,0.130271,0.378406
-54.293386,-0.373411,-0.130243,3.06,,,,0.130243,0.373411
-54.293904,-0.377899,-0.130321,3.07,,,,0.130321,0.377899
-54.293854,-0.372308,-0.130157,3.08,,,,0.130157,0.372308
-54.294413,-0.370842,-0.13017,3.09,,,,0.13017,0.370842
-54.293441,-0.376958,-0.130168,3.1,,,,0.130168,0.376958
-54.292655,-0.364441,-0.130048,3.11,,,,0.130048,0.364441
-54.294894,-0.37201,-0.13018,3.12,,,,0.13018,0.37201
-54.2929,-0.364381,-0.129953,3.13,,,,0.129953,0.364381
-54.294663,-0.356692,-0.129864,3.14,,,,0.129864,0.356692
-54.29379,-0.352317,-0.129686,3.15,,,,0.129686,0.352317
-54.29315,-0.333536,-0.129451,3.16,,,,0.129451,0.333536
-54.295058,-0.333124,-0.12935,3.17,,,,0.12935,0.333124
-54.292396,-0.322217,-0.129202,3.18,,,,0.129202,0.322217
-54.293295,-0.316471,-0.129,3.19,,,,0.129,0.316471
-54.29251,-0.322592,-0.129067,3.2,,,,0.129067,0.322592
-54.291542,-0.309414,-0.128887,3.21,,,,0.128887,0.309414
-54.293668,-0.317919,-0.129018,3.22,,,,0.129018,0.317919
-54.292991,-0.314635,-0.128995,3.23,,,,0.128995,0.314635
-54.294308,-0.306386,-0.128746,3.24,,,,0.128746,0.306386
-54.292473,-0.312597,-0.128799,3.25,,,,0.128799,0.312597
-54.289635,-0.301427,-0.128609,3.26,,,,0.128609,0.301427
-54.292746,-0.305885,-0.128641,3.27,,,,0.128641,0.305885
-54.290725,-0.308198,-0.128668,3.28,,,,0.128668,0.308198
-54.292392,-0.299281,-0.128568,3.29,,,,0.128568,0.299281
-54.292505,-0.305337,-0.128556,3.3,,,,0.128556,0.305337
-54.289766,-0.29394,-0.128381,3.31,,,,0.128381,0.29394
-54.292809,-0.288874,-0.128337,3.32,,,,0.128337,0.288874
-54.292219,-0.284857,-0.12813,3.33,,,,0.12813,0.284857
-54.290988,-0.269407,-0.127876,3.34,,,,0.127876,0.269407
-54.292305,-0.274295,-0.127829,3.35,,,,0.127829,0.274295
-54.288145,-0.265259,-0.127732,3.36,,,,0.127732,0.265259
-54.290838,-0.263435,-0.127629,3.37,,,,0.127629,0.263435
-54.291797,-0.265157,-0.127712,3.38,,,,0.127712,0.265157
-54.290189,-0.259286,-0.127657,3.39,,,,0.127657,0.259286
-54.29166,-0.26772,-0.12771,3.4,,,,0.12771,0.26772
-54.290284,-0.260979,-0.127628,3.41,,,,0.127628,0.260979
