POSN mm ,LOAD kn,STRAIN1 mm,TIME(sec),,,,STRAIN,FORCE
-54.156498,-0.007027,-0.001489,0,,Last row,,0.001489,0.007027
-54.15534,-0.002158,-0.001468,0.01,,11871,0.001468,0.001468,0.002158
-54.156716,-0.005955,-0.001579,0.02,,Tol,0.001579,0.001579,0.005955
-54.154682,-0.005132,-0.001499,0.03,,0.0001,0.001499,0.001499,0.005132
-54.155935,0.001466,-0.001466,0.04,,,0.001466,0.001466,-0.001466
-54.156335,-0.006604,-0.001527,0.05,,,0.001527,0.001527,0.006604
-54.155799,-0.004208,-0.001519,0.06,,,0.001519,0.001519,0.004208
-54.157039,-0.002772,-0.001364,0.07,,,0,0.001364,0.002772
-54.159319,-0.009114,-0.001616,0.08,,,0.001616,0.001616,0.009114
-54.154959,-0.003886,-0.00159,0.09,,,0.00159,0.00159,0.003886
-54.158388,-0.005543,-0.001692,0.1,,,0.001692,0.001692,0.005543
-54.157602,-0.011051,-0.001825,0.11,,,0.001825,0.001825,0.011051
-54.157679,-0.002956,-0.001899,0.12,,,0.001899,0.001899,0.002956
-54.15837,-0.004661,-0.001989,0.13,,,0.001989,0.001989,0.004661
-54.158897,-0.007272,-0.002079,0.14,,,0.002079,0.002079,0.007272
-54.157234,-0.002509,-0.001996,0.15,,,0.001996,0.001996,0.002509
-54.16119,-0.007975,-0.002096,0.16,,,0.002096,0.002096,0.007975
-54.158147,-0.009304,-0.00221,0.17,,,0.00221,0.00221,0.009304
-54.157852,-0.003821,-0.002373,0.18,,,0.002373,0.002373,0.003821
-54.157248,-0.01362,-0.00266,0.19,,,0.00266,0.00266,0.01362
-54.160877,-0.012034,-0.00291,0.2,,,0.00291,0.00291,0.012034
-54.157402,-0.005293,-0.00288,0.21,,,0.00288,0.00288,0.005293
-54.158483,-0.014693,-0.003161,0.22,,,0.003161,0.003161,0.014693
-54.15832,-0.008446,-0.003079,0.23,,,0.003079,0.003079,0.008446
-54.159991,-0.006646,-0.003291,0.24,,,0.003291,0.003291,0.006646
-54.160986,-0.014955,-0.003353,0.25,,,0.003353,0.003353,0.014955
-54.158252,-0.006199,-0.003328,0.26,,,0.003328,0.003328,0.006199
-54.160064,-0.009835,-0.003633,0.27,,,0.003633,0.003633,0.009835
-54.159373,-0.013769,-0.003894,0.28,,,0.003894,0.003894,0.013769
-54.158838,-0.004488,-0.003848,0.29,,,0.003848,0.003848,0.004488
-54.160127,-0.013453,-0.004009,0.3,,,0.004009,0.004009,0.013453
-54.159587,-0.013572,-0.004141,0.31,,,0.004141,0.004141,0.013572
-54.160018,-0.006902,-0.00411,0.32,,,0.00411,0.00411,0.006902
-54.162021,-0.015014,-0.004148,0.33,,,0.004148,0.004148,0.015014
-54.159115,-0.009686,-0.004248,0.34,,,0.004248,0.004248,0.009686
-54.159442,-0.008339,-0.004238,0.35,,,0.004238,0.004238,0.008339
-54.161295,-0.01713,-0.004555,0.36,,,0.004555,0.004555,0.01713
-54.15871,-0.008005,-0.004658,0.37,,,0.004658,0.004658,0.008005
-54.160295,-0.008607,-0.004835,0.38,,,0.004835,0.004835,0.008607
-54.161254,-0.015867,-0.005079,0.39,,,0.005079,0.005079,0.015867
-54.159914,-0.009066,-0.005062,0.4,,,0.005062,0.005062,0.009066
-54.160754,-0.010848,-0.005229,0.41,,,0.005229,0.005229,0.010848
-54.161672,-0.01567,-0.005454,0.42,,,0.005454,0.005454,0.01567
-54.161018,-0.005579,-0.005462,0.43,,,0.005462,0.005462,0.005579
-54.160509,-0.014722,-0.005521,0.44,,,0.005521,0.005521,0.014722
-54.160859,-0.01058,-0.005422,0.45,,,0.005422,0.005422,0.01058
-54.160523,-0.006545,-0.005418,0.46,,,0.005418,0.005418,0.006545
-54.163402,-0.014788,-0.005633,0.47,,,0.005633,0.005633,0.014788
-54.160568,-0.010645,-0.005662,0.48,,,0.005662,0.005662,0.010645
-54.161558,-0.00723,-0.005624,0.49,,,0.005624,0.005624,0.00723
-54.163679,-0.015593,-0.005976,0.5,,,0.005976,0.005976,0.015593
-54.159046,-0.008309,-0.005912,0.51,,,0.005912,0.005912,0.008309
-54.162762,-0.010914,-0.005996,0.52,,,0.005996,0.005996,0.010914
-54.16213,-0.015157,-0.006206,0.53,,,0.006206,0.006206,0.015157
-54.159478,-0.0076,-0.006315,0.54,,,0.006315,0.006315,0.0076
-54.163516,-0.013334,-0.00636,0.55,,,0.00636,0.00636,0.013334
-54.161558,-0.01694,-0.006792,0.56,,,0.006792,0.006792,0.01694
-54.162262,-0.010234,-0.006667,0.57,,,0,0.006667,0.010234
-54.162435,-0.014585,-0.006649,0.58,,,0.006649,0.006649,0.014585
-54.162889,-0.015295,-0.006721,0.59,,,0.006721,0.006721,0.015295
-54.161976,-0.006074,-0.00677,0.6,,,0.00677,0.00677,0.006074
-54.164751,-0.01632,-0.006943,0.61,,,0.006943,0.006943,0.01632
-54.16248,-0.013459,-0.006859,0.62,,,0.006859,0.006859,0.013459
-54.163216,-0.008708,-0.006957,0.63,,,0.006957,0.006957,0.008708
-54.163993,-0.01623,-0.00696,0.64,,,0.00696,0.00696,0.01623
-54.16204,-0.009573,-0.006983,0.65,,,0.006983,0.006983,0.009573
-54.163034,-0.010961,-0.006903,0.66,,,0.006903,0.006903,0.010961
-54.16199,-0.017756,-0.007121,0.67,,,0.007121,0.007121,0.017756
-54.160282,-0.008875,-0.007284,0.68,,,0.007284,0.007284,0.008875
-54.165287,-0.015163,-0.00756,0.69,,,0.00756,0.00756,0.015163
-54.16377,-0.01775,-0.007907,0.7,,,0.007907,0.007907,0.01775
-54.162589,-0.012034,-0.007811,0.71,,,0.007811,0.007811,0.012034
-54.165791,-0.018966,-0.00805,0.72,,,0.00805,0.00805,0.018966
-54.163134,-0.014639,-0.008082,0.73,,,0.008082,0.008082,0.014639
-54.165096,-0.008142,-0.008131,0.74,,,0.008131,0.008131,0.008142
-54.16313,-0.019228,-0.008339,0.75,,,0.008339,0.008339,0.019228
-54.163207,-0.0108,-0.008275,0.76,,,0.008275,0.008275,0.0108
-54.165019,-0.010127,-0.008311,0.77,,,0.008311,0.008311,0.010127
-54.16437,-0.019598,-0.008584,0.78,,,0.008584,0.008584,0.019598
-54.162085,-0.007933,-0.008363,0.79,,,0,0.008363,0.007933
-54.164896,-0.012887,-0.008402,0.8,,,0.008402,0.008402,0.012887
-54.164588,-0.018388,-0.008542,0.81,,,0.008542,0.008542,0.018388
-54.16258,-0.008303,-0.008538,0.82,,,0.008538,0.008538,0.008303
-54.165523,-0.012285,-0.008611,0.83,,,0.008611,0.008611,0.012285
-54.163597,-0.017083,-0.008891,0.84,,,0.008891,0.008891,0.017083
-54.164992,-0.013107,-0.009035,0.85,,,0.009035,0.009035,0.013107
-54.165282,-0.02259,-0.009299,0.86,,,0.009299,0.009299,0.02259
-54.164079,-0.014305,-0.009417,0.87,,,0.009417,0.009417,0.014305
-54.164965,-0.01123,-0.009425,0.88,,,0.009425,0.009425,0.01123
-54.165232,-0.020617,-0.009746,0.89,,,0.009746,0.009746,0.020617
-54.165496,-0.015116,-0.009674,0.9,,,0.009674,0.009674,0.015116
-54.166304,-0.012702,-0.009711,0.91,,,0.009711,0.009711,0.012702
-54.166749,-0.020534,-0.009812,0.92,,,0.009812,0.009812,0.020534
-54.163252,-0.012887,-0.009954,0.93,,,0.009954,0.009954,0.012887
-54.167531,-0.013763,-0.010025,0.94,,,0.010025,0.010025,0.013763
-54.166073,-0.018549,-0.010204,0.95,,,0.010204,0.010204,0.018549
-54.164669,-0.011575,-0.010226,0.96,,,0.010226,0.010226,0.011575
-54.167213,-0.015527,-0.010309,0.97,,,0.010309,0.010309,0.015527
-54.166286,-0.018442,-0.010434,0.98,,,0.010434,0.010434,0.018442
-54.165123,-0.008833,-0.010363,0.99,,,0.010363,0.010363,0.008833
-54.167426,-0.020343,-0.010682,1,,,0.010682,0.010682,0.020343
-54.165968,-0.019503,-0.010663,1.01,,,0.010663,0.010663,0.019503
-54.166981,-0.012743,-0.010763,1.02,,,0.010763,0.010763,0.012743
-54.167453,-0.022292,-0.010878,1.03,,,0.010878,0.010878,0.022292
-54.165891,-0.015712,-0.010966,1.04,,,0.010966,0.010966,0.015712
-54.167263,-0.012046,-0.011025,1.05,,,0.011025,0.011025,0.012046
-54.16699,-0.020522,-0.011169,1.06,,,0.011169,0.011169,0.020522
-54.166908,-0.013363,-0.011065,1.07,,,0,0.011065,0.013363
-54.166954,-0.014722,-0.01124,1.08,,,0.01124,0.01124,0.014722
-54.166005,-0.023204,-0.011329,1.09,,,0.011329,0.011329,0.023204
-54.167735,-0.014389,-0.011316,1.1,,,0.011316,0.011316,0.014389
-54.168643,-0.020218,-0.011669,1.11,,,0.011669,0.011669,0.020218
-54.166341,-0.022715,-0.01187,1.12,,,0.01187,0.01187,0.022715
-54.166332,-0.013274,-0.011989,1.13,,,0.011989,0.011989,0.013274
-54.168998,-0.023913,-0.012215,1.14,,,0.012215,0.012215,0.023913
-54.168948,-0.018954,-0.012344,1.15,,,0.012344,0.012344,0.018954
-54.168248,-0.015265,-0.012323,1.16,,,0.012323,0.012323,0.015265
-54.168494,-0.022322,-0.012537,1.17,,,0.012537,0.012537,0.022322
-54.165555,-0.016302,-0.012605,1.18,,,0.012605,0.012605,0.016302
-54.167662,-0.018245,-0.012716,1.19,,,0.012716,0.012716,0.018245
-54.16992,-0.023752,-0.013017,1.2,,,0.013017,0.013017,0.023752
-54.168162,-0.019789,-0.012972,1.21,,,0.012972,0.012972,0.019789
-54.171587,-0.018489,-0.013087,1.22,,,0.013087,0.013087,0.018489
-54.169674,-0.023496,-0.013141,1.23,,,0.013141,0.013141,0.023496
-54.166618,-0.015938,-0.013114,1.24,,,0.013114,0.013114,0.015938
-54.170805,-0.0211,-0.013172,1.25,,,0.013172,0.013172,0.0211
-54.16942,-0.023508,-0.013567,1.26,,,0.013567,0.013567,0.023508
-54.168217,-0.015897,-0.013457,1.27,,,0,0.013457,0.015897
-54.17096,-0.022715,-0.013658,1.28,,,0.013658,0.013658,0.022715
-54.169997,-0.020456,-0.013759,1.29,,,0.013759,0.013759,0.020456
-54.169243,-0.015485,-0.013682,1.3,,,0.013682,0.013682,0.015485
-54.169838,-0.024199,-0.013753,1.31,,,0.013753,0.013753,0.024199
-54.16833,-0.017273,-0.013887,1.32,,,0.013887,0.013887,0.017273
-54.172386,-0.017023,-0.014026,1.33,,,0.014026,0.014026,0.017023
-54.172032,-0.024509,-0.014182,1.34,,,0.014182,0.014182,0.024509
-54.170142,-0.016546,-0.014233,1.35,,,0.014233,0.014233,0.016546
-54.171387,-0.020379,-0.014119,1.36,,,0,0.014119,0.020379
-54.169493,-0.025433,-0.014505,1.37,,,0.014505,0.014505,0.025433
-54.171382,-0.016689,-0.014405,1.38,,,0,0.014405,0.016689
-54.171042,-0.024736,-0.014621,1.39,,,0.014621,0.014621,0.024736
-54.16957,-0.021929,-0.014569,1.4,,,0.014569,0.014569,0.021929
-54.170097,-0.01961,-0.014609,1.41,,,0.014609,0.014609,0.01961
-54.171491,-0.023353,-0.014978,1.42,,,0.014978,0.014978,0.023353
-54.169924,-0.024867,-0.01504,1.43,,,0.01504,0.01504,0.024867
-54.171069,-0.017107,-0.015135,1.44,,,0.015135,0.015135,0.017107
-54.171001,-0.026792,-0.015321,1.45,,,0.015321,0.015321,0.026792
-54.169756,-0.019747,-0.015283,1.46,,,0.015283,0.015283,0.019747
-54.171087,-0.020629,-0.015178,1.47,,,0,0.015178,0.020629
-54.171214,-0.027108,-0.015385,1.48,,,0.015385,0.015385,0.027108
-54.169897,-0.01837,-0.015453,1.49,,,0.015453,0.015453,0.01837
-54.172522,-0.02259,-0.015514,1.5,,,0.015514,0.015514,0.02259
-54.171196,-0.027817,-0.015849,1.51,,,0.015849,0.015849,0.027817
-54.17096,-0.020546,-0.015904,1.52,,,0.015904,0.015904,0.020546
-54.172545,-0.02743,-0.016234,1.53,,,0.016234,0.016234,0.02743
-54.171328,-0.028396,-0.016453,1.54,,,0.016453,0.016453,0.028396
-54.17121,-0.023246,-0.016683,1.55,,,0.016683,0.016683,0.023246
-54.174639,-0.029695,-0.016903,1.56,,,0.016903,0.016903,0.029695
-54.172027,-0.025678,-0.01698,1.57,,,0.01698,0.01698,0.025678
-54.171741,-0.024992,-0.01705,1.58,,,0.01705,0.01705,0.024992
-54.172313,-0.031072,-0.017299,1.59,,,0.017299,0.017299,0.031072
-54.174212,-0.025833,-0.017541,1.6,,,0.017541,0.017541,0.025833
-54.1722,-0.025129,-0.017512,1.61,,,0.017512,0.017512,0.025129
-54.17621,-0.030017,-0.01763,1.62,,,0.01763,0.01763,0.030017
-54.172727,-0.020164,-0.017472,1.63,,,0,0.017472,0.020164
-54.173767,-0.023329,-0.017437,1.64,,,0.017437,0.017437,0.023329
-54.174112,-0.027508,-0.017557,1.65,,,0.017557,0.017557,0.027508
-54.171673,-0.017512,-0.017391,1.66,,,0,0.017391,0.017512
-54.173431,-0.025469,-0.017638,1.67,,,0.017638,0.017638,0.025469
-54.172572,-0.024974,-0.017553,1.68,,,0.017553,0.017553,0.024974
-54.173671,-0.018275,-0.017524,1.69,,,0.017524,0.017524,0.018275
-54.174652,-0.025362,-0.017681,1.7,,,0.017681,0.017681,0.025362
-54.171973,-0.025374,-0.017793,1.71,,,0.017793,0.017793,0.025374
-54.172368,-0.018221,-0.017792,1.72,,,0.017792,0.017792,0.018221
-54.174543,-0.029629,-0.017938,1.73,,,0.017938,0.017938,0.029629
-54.172468,-0.024515,-0.017987,1.74,,,0.017987,0.017987,0.024515
-54.174076,-0.026792,-0.018134,1.75,,,0.018134,0.018134,0.026792
-54.17477,-0.030619,-0.018398,1.76,,,0.018398,0.018398,0.030619
-54.174793,-0.025862,-0.018382,1.77,,,0.018382,0.018382,0.025862
-54.174076,-0.029749,-0.018609,1.78,,,0.018609,0.018609,0.029749
-54.17324,-0.033361,-0.018783,1.79,,,0.018783,0.018783,0.033361
-54.173553,-0.022894,-0.018974,1.8,,,0.018974,0.018974,0.022894
-54.175747,-0.030869,-0.018986,1.81,,,0.018986,0.018986,0.030869
-54.17478,-0.029683,-0.019133,1.82,,,0.019133,0.019133,0.029683
-54.174543,-0.023055,-0.018998,1.83,,,0,0.018998,0.023055
-54.175038,-0.0337,-0.01915,1.84,,,0.01915,0.01915,0.0337
-54.173399,-0.027806,-0.019302,1.85,,,0.019302,0.019302,0.027806
-54.174811,-0.02535,-0.019223,1.86,,,0.019223,0.019223,0.02535
-54.175565,-0.035417,-0.019428,1.87,,,0.019428,0.019428,0.035417
-54.175138,-0.027561,-0.019529,1.88,,,0.019529,0.019529,0.027561
-54.17522,-0.025845,-0.019592,1.89,,,0.019592,0.019592,0.025845
-54.176737,-0.035888,-0.019846,1.9,,,0.019846,0.019846,0.035888
-54.173903,-0.025046,-0.019888,1.91,,,0.019888,0.019888,0.025046
-54.177028,-0.030386,-0.019978,1.92,,,0.019978,0.019978,0.030386
-54.174325,-0.031942,-0.020048,1.93,,,0.020048,0.020048,0.031942
-54.175216,-0.025856,-0.019986,1.94,,,0.019986,0.019986,0.025856
-54.175284,-0.033146,-0.020159,1.95,,,0.020159,0.020159,0.033146
-54.177146,-0.03531,-0.020391,1.96,,,0.020391,0.020391,0.03531
-54.175288,-0.025952,-0.020402,1.97,,,0.020402,0.020402,0.025952
-54.175697,-0.035757,-0.020616,1.98,,,0.020616,0.020616,0.035757
-54.175311,-0.028604,-0.020553,1.99,,,0.020553,0.020553,0.028604
-54.174957,-0.029051,-0.020571,2,,,0.020571,0.020571,0.029051
-54.177155,-0.032443,-0.020675,2.01,,,0.020675,0.020675,0.032443
-54.175447,-0.028771,-0.020654,2.02,,,0.020654,0.020654,0.028771
-54.177455,-0.028944,-0.020691,2.03,,,0.020691,0.020691,0.028944
-54.176901,-0.034928,-0.020922,2.04,,,0.020922,0.020922,0.034928
-54.176401,-0.027436,-0.020934,2.05,,,0.020934,0.020934,0.027436
-54.176228,-0.031585,-0.021002,2.06,,,0.021002,0.021002,0.031585
-54.178563,-0.035393,-0.021164,2.07,,,0.021164,0.021164,0.035393
-54.176019,-0.029337,-0.021346,2.08,,,0.021346,0.021346,0.029337
-54.178667,-0.037181,-0.021579,2.09,,,0.021579,0.021579,0.037181
-54.176274,-0.03565,-0.021793,2.1,,,0.021793,0.021793,0.03565
-54.176419,-0.031257,-0.021845,2.11,,,0.021845,0.021845,0.031257
-54.177891,-0.03677,-0.021929,2.12,,,0.021929,0.021929,0.03677
-54.176569,-0.033212,-0.022047,2.13,,,0.022047,0.022047,0.033212
-54.176887,-0.032413,-0.022061,2.14,,,0.022061,0.022061,0.032413
-54.178849,-0.041074,-0.022375,2.15,,,0.022375,0.022375,0.041074
-54.177064,-0.033098,-0.022385,2.16,,,0.022385,0.022385,0.033098
-54.178304,-0.035173,-0.022368,2.17,,,0.022368,0.022368,0.035173
-54.177505,-0.037789,-0.022584,2.18,,,0.022584,0.022584,0.037789
-54.177596,-0.031871,-0.022514,2.19,,,0.022514,0.022514,0.031871
-54.179103,-0.036424,-0.022634,2.2,,,0.022634,0.022634,0.036424
-54.179744,-0.040436,-0.022756,2.21,,,0.022756,0.022756,0.040436
-54.177741,-0.031185,-0.022766,2.22,,,0.022766,0.022766,0.031185
-54.179639,-0.036967,-0.022926,2.23,,,0.022926,0.022926,0.036967
-54.177559,-0.036025,-0.023005,2.24,,,0.023005,0.023005,0.036025
-54.177496,-0.030494,-0.022959,2.25,,,0.022959,0.022959,0.030494
-54.179449,-0.040901,-0.023269,2.26,,,0.023269,0.023269,0.040901
-54.179176,-0.036156,-0.023345,2.27,,,0.023345,0.023345,0.036156
-54.178935,-0.033653,-0.023394,2.28,,,0.023394,0.023394,0.033653
-54.181184,-0.044066,-0.023664,2.29,,,0.023664,0.023664,0.044066
-54.179489,-0.031787,-0.023752,2.3,,,0.023752,0.023752,0.031787
-54.179512,-0.037503,-0.023683,2.31,,,0.023683,0.023683,0.037503
-54.180207,-0.041276,-0.023807,2.32,,,0.023807,0.023807,0.041276
-54.179162,-0.035012,-0.023954,2.33,,,0.023954,0.023954,0.035012
-54.18052,-0.038195,-0.024117,2.34,,,0.024117,0.024117,0.038195
-54.180239,-0.041693,-0.024373,2.35,,,0.024373,0.024373,0.041693
-54.17958,-0.0346,-0.02425,2.36,,,0,0.02425,0.0346
-54.180852,-0.040483,-0.024379,2.37,,,0.024379,0.024379,0.040483
-54.180007,-0.040424,-0.024388,2.38,,,0.024388,0.024388,0.040424
-54.180575,-0.034404,-0.024515,2.39,,,0.024515,0.024515,0.034404
-54.182201,-0.043088,-0.024519,2.4,,,0.024519,0.024519,0.043088
-54.180448,-0.037479,-0.024553,2.41,,,0.024553,0.024553,0.037479
-54.180548,-0.03432,-0.024569,2.42,,,0.024569,0.024569,0.03432
-54.182964,-0.041121,-0.024644,2.43,,,0.024644,0.024644,0.041121
-54.180425,-0.034171,-0.024835,2.44,,,0.024835,0.024835,0.034171
-54.181197,-0.039619,-0.024883,2.45,,,0.024883,0.024883,0.039619
-54.181692,-0.046772,-0.025254,2.46,,,0.025254,0.025254,0.046772
-54.180675,-0.0377,-0.025399,2.47,,,0.025399,0.025399,0.0377
-54.181788,-0.041074,-0.025577,2.48,,,0.025577,0.025577,0.041074
-54.181561,-0.045967,-0.025682,2.49,,,0.025682,0.025682,0.045967
-54.179857,-0.037706,-0.025732,2.5,,,0.025732,0.025732,0.037706
-54.183636,-0.045806,-0.025934,2.51,,,0.025934,0.025934,0.045806
-54.182673,-0.039542,-0.025864,2.52,,,0.025864,0.025864,0.039542
-54.181056,-0.034547,-0.025882,2.53,,,0.025882,0.025882,0.034547
-54.1835,-0.04425,-0.026108,2.54,,,0.026108,0.026108,0.04425
-54.180798,-0.042772,-0.02617,2.55,,,0.02617,0.02617,0.042772
-54.181097,-0.03944,-0.026379,2.56,,,0.026379,0.026379,0.03944
-54.184408,-0.05002,-0.026557,2.57,,,0.026557,0.026557,0.05002
-54.182115,-0.042504,-0.026612,2.58,,,0.026612,0.026612,0.042504
-54.183118,-0.041938,-0.026589,2.59,,,0.026589,0.026589,0.041938
-54.182737,-0.049651,-0.026843,2.6,,,0.026843,0.026843,0.049651
-54.182419,-0.042027,-0.02679,2.61,,,0.02679,0.02679,0.042027
-54.182523,-0.043935,-0.026991,2.62,,,0.026991,0.026991,0.043935
-54.183177,-0.048959,-0.027155,2.63,,,0.027155,0.027155,0.048959
-54.181815,-0.040179,-0.027159,2.64,,,0.027159,0.027159,0.040179
-54.184086,-0.049341,-0.027189,2.65,,,0.027189,0.027189,0.049341
-54.183,-0.044847,-0.027204,2.66,,,0.027204,0.027204,0.044847
-54.182446,-0.044239,-0.027416,2.67,,,0.027416,0.027416,0.044239
-54.184127,-0.051248,-0.027479,2.68,,,0.027479,0.027479,0.051248
-54.182278,-0.044852,-0.027568,2.69,,,0.027568,0.027568,0.044852
-54.183409,-0.042546,-0.02758,2.7,,,0.02758,0.02758,0.042546
-54.184835,-0.052029,-0.027791,2.71,,,0.027791,0.027791,0.052029
-54.182087,-0.043845,-0.0278,2.72,,,0.0278,0.0278,0.043845
-54.183954,-0.04608,-0.027841,2.73,,,0.027841,0.027841,0.04608
-54.184268,-0.05163,-0.028084,2.74,,,0.028084,0.028084,0.05163
-54.183881,-0.043273,-0.027948,2.75,,,0,0.027948,0.043273
-54.185121,-0.047624,-0.028125,2.76,,,0.028125,0.028125,0.047624
-54.183159,-0.051254,-0.028337,2.77,,,0.028337,0.028337,0.051254
-54.18256,-0.04397,-0.028274,2.78,,,0.028274,0.028274,0.04397
-54.186275,-0.052416,-0.028377,2.79,,,0.028377,0.028377,0.052416
-54.183019,-0.044429,-0.028299,2.8,,,0.028299,0.028299,0.044429
-54.185348,-0.042623,-0.028466,2.81,,,0.028466,0.028466,0.042623
-54.184822,-0.050682,-0.02852,2.82,,,0.02852,0.02852,0.050682
-54.182047,-0.045002,-0.028722,2.83,,,0.028722,0.028722,0.045002
-54.186016,-0.045252,-0.02862,2.84,,,0,0.02862,0.045252
-54.18667,-0.051808,-0.028689,2.85,,,0.028689,0.028689,0.051808
-54.183977,-0.045216,-0.028714,2.86,,,0.028714,0.028714,0.045216
-54.185671,-0.048214,-0.028849,2.87,,,0.028849,0.028849,0.048214
-54.185217,-0.053352,-0.029157,2.88,,,0.029157,0.029157,0.053352
-54.183032,-0.047988,-0.029233,2.89,,,0.029233,0.029233,0.047988
-54.184962,-0.056589,-0.029492,2.9,,,0.029492,0.029492,0.056589
-54.186906,-0.055325,-0.029784,2.91,,,0.029784,0.029784,0.055325
-54.184903,-0.049555,-0.029647,2.92,,,0,0.029647,0.049555
-54.186516,-0.059342,-0.029897,2.93,,,0.029897,0.029897,0.059342
-54.186112,-0.056368,-0.029889,2.94,,,0.029889,0.029889,0.056368
-54.186711,-0.045747,-0.029986,2.95,,,0.029986,0.029986,0.045747
-54.186729,-0.054568,-0.030055,2.96,,,0.030055,0.030055,0.054568
-54.185907,-0.051081,-0.030069,2.97,,,0.030069,0.030069,0.051081
-54.186125,-0.046217,-0.030109,2.98,,,0.030109,0.030109,0.046217
-54.18573,-0.054145,-0.030283,2.99,,,0.030283,0.030283,0.054145
-54.18652,-0.045353,-0.030125,3,,,0,0.030125,0.045353
-54.185412,-0.049978,-0.030166,3.01,,,0.030166,0.030166,0.049978
-54.187383,-0.055307,-0.030407,3.02,,,0.030407,0.030407,0.055307
-54.185598,-0.048685,-0.030555,3.03,,,0.030555,0.030555,0.048685
-54.189631,-0.057095,-0.030538,3.04,,,0.030538,0.030538,0.057095
-54.186062,-0.058085,-0.030816,3.05,,,0.030816,0.030816,0.058085
-54.187179,-0.052565,-0.031064,3.06,,,0.031064,0.031064,0.052565
-54.188233,-0.061452,-0.031132,3.07,,,0.031132,0.031132,0.061452
-54.186289,-0.058401,-0.031507,3.08,,,0.031507,0.031507,0.058401
-54.18732,-0.055164,-0.031439,3.09,,,0.031439,0.031439,0.055164
-54.188469,-0.062478,-0.03163,3.1,,,0.03163,0.03163,0.062478
-54.186021,-0.056773,-0.031519,3.11,,,0,0.031519,0.056773
-54.187229,-0.054252,-0.031732,3.12,,,0.031732,0.031732,0.054252
-54.18752,-0.061733,-0.031831,3.13,,,0.031831,0.031831,0.061733
-54.187088,-0.053447,-0.031902,3.14,,,0.031902,0.031902,0.053447
-54.188782,-0.058907,-0.031925,3.15,,,0.031925,0.031925,0.058907
-54.188769,-0.065511,-0.032213,3.16,,,0.032213,0.032213,0.065511
-54.188791,-0.057429,-0.032281,3.17,,,0.032281,0.032281,0.057429
-54.189109,-0.060225,-0.032469,3.18,,,0.032469,0.032469,0.060225
-54.188051,-0.062352,-0.032565,3.19,,,0.032565,0.032565,0.062352
-54.188587,-0.057387,-0.032542,3.2,,,0.032542,0.032542,0.057387
-54.19009,-0.064808,-0.032713,3.21,,,0.032713,0.032713,0.064808
-54.188237,-0.060165,-0.032811,3.22,,,0.032811,0.032811,0.060165
-54.187815,-0.057375,-0.0327,3.23,,,0,0.0327,0.057375
-54.187806,-0.064039,-0.033037,3.24,,,0.033037,0.033037,0.064039
-54.188537,-0.058687,-0.032942,3.25,,,0.032942,0.032942,0.058687
-54.189641,-0.061232,-0.032998,3.26,,,0.032998,0.032998,0.061232
-54.188469,-0.066942,-0.033142,3.27,,,0.033142,0.033142,0.066942
-54.18801,-0.06091,-0.033283,3.28,,,0.033283,0.033283,0.06091
-54.189772,-0.062704,-0.033272,3.29,,,0.033272,0.033272,0.062704
-54.189895,-0.066686,-0.033419,3.3,,,0.033419,0.033419,0.066686
-54.188224,-0.056374,-0.033351,3.31,,,0.033351,0.033351,0.056374
-54.189945,-0.064307,-0.033603,3.32,,,0.033603,0.033603,0.064307
-54.189513,-0.067163,-0.033701,3.33,,,0.033701,0.033701,0.067163
-54.188065,-0.056803,-0.033656,3.34,,,0.033656,0.033656,0.056803
-54.188864,-0.065815,-0.033691,3.35,,,0.033691,0.033691,0.065815
-54.188541,-0.0673,-0.033785,3.36,,,0.033785,0.033785,0.0673
-54.18895,-0.060612,-0.03399,3.37,,,0.03399,0.03399,0.060612
-54.190467,-0.071108,-0.034234,3.38,,,0.034234,0.034234,0.071108
-54.189954,-0.066853,-0.034261,3.39,,,0.034261,0.034261,0.066853
-54.191035,-0.063461,-0.034349,3.4,,,0.034349,0.034349,0.063461
-54.191076,-0.073451,-0.034471,3.41,,,0.034471,0.034471,0.073451
-54.189041,-0.065875,-0.034595,3.42,,,0.034595,0.034595,0.065875
-54.192729,-0.070417,-0.034882,3.43,,,0.034882,0.034882,0.070417
-54.192307,-0.073862,-0.035108,3.44,,,0.035108,0.035108,0.073862
-54.190122,-0.066531,-0.034981,3.45,,,0,0.034981,0.066531
-54.19203,-0.06994,-0.03511,3.46,,,0.03511,0.03511,0.06994
-54.190422,-0.075221,-0.035309,3.47,,,0.035309,0.035309,0.075221
-54.190658,-0.067586,-0.035402,3.48,,,0.035402,0.035402,0.067586
-54.193233,-0.07506,-0.035425,3.49,,,0.035425,0.035425,0.07506
-54.191544,-0.070024,-0.035332,3.5,,,0.035332,0.035332,0.070024
-54.191112,-0.064832,-0.035418,3.51,,,0.035418,0.035418,0.064832
-54.192257,-0.073248,-0.035573,3.52,,,0.035573,0.035573,0.073248
-54.190417,-0.067127,-0.035501,3.53,,,0.035501,0.035501,0.067127
-54.192034,-0.066906,-0.035675,3.54,,,0.035675,0.035675,0.066906
-54.192543,-0.076276,-0.035856,3.55,,,0.035856,0.035856,0.076276
-54.191462,-0.068146,-0.035899,3.56,,,0.035899,0.035899,0.068146
-54.193356,-0.072175,-0.035966,3.57,,,0.035966,0.035966,0.072175
-54.192075,-0.078136,-0.036084,3.58,,,0.036084,0.036084,0.078136
