LOAD kn,STRAIN1 mm
0.745243,0.054915
0.753075,0.054891
0.757569,0.055181
0.749356,0.055146
0.751269,0.055192
0.759113,0.055264
0.752449,0.055282
0.760448,0.055438
0.765067,0.055625
0.760847,0.05572
0.76896,0.055923
0.773954,0.056036
0.766253,0.055962
0.772047,0.056025
0.774193,0.056179
0.768626,0.05616
0.77436,0.056325
0.777775,0.056279
0.770563,0.056254
0.781208,0.056321
0.78311,0.056533
0.777018,0.056618
0.787079,0.056799
0.790685,0.056778
0.784838,0.056956
0.793612,0.057135
0.792265,0.057129
0.790364,0.057076
0.797784,0.057265
0.796437,0.057316
0.79025,0.057343
0.799769,0.05747
0.80269,0.05758
0.800133,0.057528
0.817841,0.057916
0.813019,0.057957
0.809544,0.058111
0.815898,0.058251
0.814128,0.058168
0.810295,0.058227
0.821888,0.05835
0.819242,0.058441
0.81768,0.058438
0.830346,0.058671
0.827229,0.058665
0.82711,0.058864
0.835204,0.05902
0.830966,0.059129
0.83015,0.059109
0.836557,0.059211
0.832492,0.059281
0.830251,0.059288
0.841594,0.059297
0.831121,0.059302
0.831383,0.059257
0.838399,0.059379
0.830543,0.059405
0.840199,0.059455
0.844115,0.059533
0.836593,0.059484
0.839841,0.059628
0.852323,0.059848
0.846535,0.059832
0.853264,0.05993
0.858974,0.060258
0.855178,0.060175
0.856394,0.060274
0.865328,0.060545
0.858402,0.060533
0.870222,0.060673
0.873095,0.060845
0.86748,0.060785
0.872195,0.060937
0.877053,0.061097
0.866091,0.061038
0.876349,0.061163
0.877744,0.061219
0.867581,0.060965
0.872415,0.061293
0.875914,0.061373
0.874776,0.061254
0.885302,0.061454
0.891852,0.061734
0.88492,0.061791
0.899881,0.062057
0.904071,0.062378
0.895643,0.062294
0.903881,0.06249
0.904655,0.062542
0.897384,0.062704
0.90521,0.062619
0.904602,0.06288
0.898874,0.062755
0.911778,0.062833
0.912666,0.062923
0.908649,0.062889
0.917006,0.063111
0.915885,0.063199
0.915468,0.063229
0.922137,0.063253
0.920337,0.063401
0.914866,0.063313
0.925589,0.063537
0.925702,0.063699
0.918728,0.063598
0.926715,0.063704
0.925702,0.063753
0.92445,0.063665
0.936866,0.063984
0.938916,0.064152
0.939852,0.06428
0.950265,0.064561
0.947142,0.064631
0.944799,0.064646
0.952452,0.064852
0.94825,0.064766
0.943345,0.06471
0.954437,0.064937
0.950652,0.064958
0.948662,0.065006
0.965327,0.065136
0.959188,0.065292
0.959748,0.065388
0.964028,0.06548
0.961572,0.065468
0.960737,0.065436
0.970942,0.065759
0.964451,0.065715
0.967413,0.065853
0.974315,0.065928
0.96463,0.065926
0.970101,0.065855
0.981206,0.066173
0.972706,0.066097
0.978386,0.066144
0.987458,0.066338
0.982732,0.066482
0.987947,0.066633
0.993574,0.066743
0.987846,0.066849
0.99383,0.066862
1.003242,0.06719
0.99479,0.067221
1.003313,0.067205
1.00888,0.067465
0.997758,0.067399
1.005155,0.067483
1.007986,0.0675
0.996238,0.067534
1.009321,0.067639
1.015121,0.06782
1.011252,0.067811
1.019573,0.068086
1.019919,0.068001
1.013482,0.068031
1.022005,0.068058
1.021832,0.068201
1.016742,0.068165
1.025486,0.068295
1.029438,0.068524
1.023495,0.06858
1.038933,0.068793
1.038933,0.068968
1.034874,0.068922
1.045525,0.069116
1.043814,0.069219
1.041871,0.069219
1.048738,0.06935
1.047438,0.069487
1.045442,0.069465
1.055962,0.069627
1.057345,0.069759
1.050013,0.069744
1.057184,0.069862
1.055616,0.069937
1.052725,0.069823
1.06253,0.070049
1.059502,0.070013
1.055992,0.070073
1.067376,0.070179
1.068497,0.070362
1.066118,0.07034
1.073068,0.070541
1.075739,0.070657
1.072675,0.070684
1.084626,0.070944
1.084024,0.071089
1.080382,0.070999
1.087707,0.071292
1.080644,0.071202
1.078939,0.071083
1.084685,0.071356
1.077813,0.071204
1.077461,0.071273
1.088327,0.071355
1.084054,0.071312
1.086831,0.07136
1.092249,0.071605
1.092756,0.071528
1.091957,0.071658
1.103801,0.071789
1.098424,0.071943
1.102012,0.071952
1.112354,0.072091
1.105082,0.07219
1.109987,0.072251
1.11624,0.072572
1.110369,0.072529
1.112854,0.072575
1.119286,0.072771
1.112604,0.072831
1.119238,0.072938
1.120162,0.072999
1.116055,0.072929
1.121604,0.072937
1.13253,0.073324
1.127392,0.073337
1.134074,0.073414
1.14367,0.073605
1.13613,0.073802
1.141894,0.07379
