POSN mm ,LOAD kn,STRAIN1 mm,STRESS(MPA),TIME(sec)
-54.359312,0.161362,0.068929,-2.054521,3.06
-54.35635,0.150841,0.068614,-1.920573,3.07
-54.358408,0.151229,0.068553,-1.925506,3.08
-54.357445,0.15316,0.06865,-1.950095,3.09
-54.356582,0.143981,0.068547,-1.833223,3.1
-54.357627,0.149095,0.068449,-1.898337,3.11
-54.356759,0.148106,0.06848,-1.885739,3.12
-54.358312,0.141048,0.068305,-1.795884,3.13
-54.358417,0.14652,0.06835,-1.865552,3.14
-54.355951,0.134337,0.068241,-1.710431,3.15
-54.357345,0.136667,0.068189,-1.740105,3.16
-54.35645,0.137806,0.068135,-1.7546,3.17
-54.355074,0.124347,0.067767,-1.583238,3.18
-54.357318,0.128353,0.067822,-1.634237,3.19
-54.357059,0.12216,0.067785,-1.555386,3.2
-54.356146,0.117207,0.067488,-1.49232,3.21
-54.357254,0.120044,0.067462,-1.528445,3.22
-54.355174,0.109345,0.067289,-1.39222,3.23
-54.357218,0.11512,0.067354,-1.465759,3.24
-54.356659,0.114018,0.067271,-1.451719,3.25
-54.356936,0.105059,0.067045,-1.337655,3.26
-54.356151,0.110865,0.067047,-1.411572,3.27
-54.354575,0.103432,0.066995,-1.316936,3.28
-54.3567,0.100642,0.06694,-1.281419,3.29
-54.355478,0.10767,0.066949,-1.370895,3.3
-54.354261,0.101149,0.066961,-1.28787,3.31
-54.355719,0.108826,0.067047,-1.385618,3.32
-54.353948,0.106919,0.067013,-1.361333,3.33
-54.354942,0.100309,0.066884,-1.277169,3.34
-54.356409,0.106049,0.066854,-1.350253,3.35
-54.353643,0.098091,0.066722,-1.248938,3.36
-54.355433,0.099999,0.066765,-1.273223,3.37
-54.356709,0.106376,0.066886,-1.354427,3.38
-54.354738,0.096512,0.066677,-1.228827,3.39
-54.357123,0.104356,0.066688,-1.328699,3.4
-54.354929,0.102293,0.066749,-1.302441,3.41
-54.355347,0.098431,0.066648,-1.253264,3.42
-54.35631,0.106138,0.066653,-1.351391,3.43
-54.354842,0.10094,0.066724,-1.285214,3.44
-54.355914,0.100923,0.066713,-1.284986,3.45
-54.356478,0.105119,0.066769,-1.338414,3.46
-54.35511,0.098646,0.066785,-1.255996,3.47
-54.356164,0.106454,0.066788,-1.355413,3.48
-54.354911,0.105411,0.06676,-1.342132,3.49
-54.355951,0.100189,0.066755,-1.275652,3.5
-54.356146,0.108045,0.066863,-1.375676,3.51
-54.354125,0.101018,0.066818,-1.286201,3.52
-54.356391,0.103354,0.066735,-1.31595,3.53
-54.355705,0.109309,0.066831,-1.391765,3.54
-54.355637,0.102317,0.066711,-1.302745,3.55
-54.357404,0.10891,0.066848,-1.38668,3.56
-54.355374,0.10525,0.066714,-1.340083,3.57
-54.355833,0.100172,0.066753,-1.275424,3.58
-54.357272,0.107729,0.066792,-1.371654,3.59
-54.355606,0.101149,0.066847,-1.28787,3.6
-54.356455,0.105876,0.066815,-1.348052,3.61
-54.356151,0.105965,0.066863,-1.34919,3.62
-54.356337,0.099987,0.066787,-1.273071,3.63
-54.357045,0.110936,0.066809,-1.412483,3.64
-54.355383,0.10578,0.066821,-1.346837,3.65
-54.356773,0.102264,0.066821,-1.302062,3.66
-54.356618,0.109243,0.066943,-1.39093,3.67
-54.354207,0.100291,0.066828,-1.276942,3.68
-54.35631,0.106525,0.066845,-1.356324,3.69
-54.355351,0.109029,0.066773,-1.388198,3.7
-54.354606,0.101006,0.06678,-1.286049,3.71
-54.357876,0.110596,0.06675,-1.408157,3.72
-54.355265,0.106829,0.066877,-1.360194,3.73
-54.356282,0.10249,0.066795,-1.304946,3.74
-54.355156,0.113136,0.066835,-1.440487,3.75
-54.355742,0.10184,0.066693,-1.296673,3.76
-54.356464,0.104153,0.066743,-1.326119,3.77
-54.355001,0.106591,0.066906,-1.357159,3.78
-54.357281,0.098991,0.066612,-1.260398,3.79
-54.356537,0.108951,0.066807,-1.387211,3.8
-54.353003,0.103968,0.066743,-1.323767,3.81
-54.3564,0.100589,0.066749,-1.280736,3.82
-54.355215,0.106376,0.066772,-1.354427,3.83
-54.353239,0.098515,0.066715,-1.254326,3.84
-54.357531,0.108284,0.06681,-1.378712,3.85
-54.354988,0.106084,0.066883,-1.350708,3.86
-54.354543,0.102043,0.066805,-1.299254,3.87
-54.35586,0.111163,0.066819,-1.415367,3.88
-54.355179,0.104618,0.066829,-1.332039,3.89
-54.357804,0.103307,0.066783,-1.315343,3.9
-54.35566,0.108016,0.066764,-1.375297,3.91
-54.354497,0.100797,0.066793,-1.283393,3.92
-54.356877,0.106788,0.066833,-1.359663,3.93
-54.355133,0.104147,0.066909,-1.326043,3.94
-54.356845,0.100613,0.066771,-1.28104,3.95
-54.355651,0.110334,0.066748,-1.404818,3.96
-54.355047,0.105613,0.066814,-1.344712,3.97
-54.355978,0.106835,0.066778,-1.36027,3.98
-54.357509,0.110424,0.066877,-1.405956,3.99
-54.357063,0.102961,0.066658,-1.310941,4
-54.355923,0.107902,0.066856,-1.373855,4.01
-54.355633,0.109124,0.066805,-1.389412,4.02
-54.356082,0.102645,0.06669,-1.306919,4.03
-54.357636,0.108504,0.066816,-1.38152,4.04
-54.355283,0.102627,0.066802,-1.306691,4.05
-54.356814,0.10227,0.066755,-1.302138,4.06
-54.357772,0.107408,0.066854,-1.367556,4.07
-54.355569,0.098091,0.066737,-1.248938,4.08
-54.356332,0.106931,0.066781,-1.361484,4.09
-54.354974,0.10528,0.066902,-1.340463,4.1
-54.354593,0.099581,0.066692,-1.267911,4.11
-54.3569,0.109673,0.066791,-1.396394,4.12
-54.354515,0.101674,0.066656,-1.294549,4.13
-54.356732,0.102735,0.066797,-1.308057,4.14
-54.355837,0.106251,0.066735,-1.352833,4.15
-54.355542,0.097549,0.066675,-1.242032,4.16
-54.35685,0.108999,0.066729,-1.387819,4.17
-54.356082,0.103724,0.06673,-1.320655,4.18
-54.356173,0.100499,0.066632,-1.279598,4.19
-54.356014,0.111467,0.066755,-1.419237,4.2
-54.354456,0.102568,0.066655,-1.305932,4.21
-54.356078,0.102156,0.066691,-1.300696,4.22
-54.355873,0.107044,0.066708,-1.362926,4.23
-54.354656,0.096262,0.066637,-1.22564,4.24
-54.356509,0.105017,0.066756,-1.337123,4.25
-54.354229,0.103122,0.066729,-1.31299,4.26
-54.355269,0.09833,0.066732,-1.251974,4.27
-54.356677,0.108057,0.06676,-1.375828,4.28
-54.355855,0.10013,0.066707,-1.274893,4.29
-54.356005,0.102812,0.066704,-1.309044,4.3
-54.355106,0.108069,0.066777,-1.37598,4.31
-54.354979,0.098836,0.066748,-1.258424,4.32
-54.356682,0.106192,0.066771,-1.352074,4.33
-54.353725,0.104141,0.066748,-1.325967,4.34
-54.354974,0.09771,0.066714,-1.244081,4.35
-54.356523,0.109363,0.066746,-1.392448,4.36
-54.35467,0.101048,0.066717,-1.28658,4.37
-54.356046,0.106221,0.066729,-1.352453,4.38
-54.354883,0.10643,0.066778,-1.35511,4.39
-54.354842,0.099951,0.066635,-1.272616,4.4
-54.357822,0.106347,0.066771,-1.354047,4.41
-54.354811,0.103331,0.066656,-1.315646,4.42
-54.356028,0.101203,0.066712,-1.288553,4.43
-54.35625,0.111103,0.066817,-1.414608,4.44
-54.358022,0.086051,0.06573,-1.095638,0
-54.357045,0.090253,0.065929,-1.149141,0.01
-54.354733,0.089329,0.065859,-1.137378,0.02
-54.357518,0.105381,0.066137,-1.341753,0.03
-54.358181,0.106424,0.066302,-1.355034,0.04
-54.357731,0.111413,0.06636,-1.418554,0.05
-54.358526,0.123113,0.066759,-1.567528,0.06
-54.358785,0.116271,0.066762,-1.480406,0.07
-54.357359,0.120836,0.066704,-1.538538,0.08
-54.357654,0.129235,0.066946,-1.645468,0.09
-54.359452,0.122273,0.066966,-1.556828,0.1
-54.359244,0.128996,0.066987,-1.642433,0.11
-54.357745,0.129408,0.06704,-1.647669,0.12
-54.356001,0.126708,0.066997,-1.613291,0.13
-54.359498,0.135416,0.067109,-1.724167,0.14
-54.35774,0.126994,0.067098,-1.616933,0.15
-54.357881,0.125623,0.067108,-1.599479,0.16
-54.358294,0.132972,0.067192,-1.693052,0.17
-54.356746,0.125015,0.066976,-1.591738,0.18
-54.360429,0.13355,0.067137,-1.700414,0.19
-54.358844,0.133818,0.06716,-1.703829,0.2
-54.358435,0.128579,0.067017,-1.63712,0.21
-54.36062,0.135201,0.067105,-1.721435,0.22
-54.358753,0.132906,0.067144,-1.692217,0.23
-54.359793,0.135434,0.067243,-1.724395,0.24
-54.359375,0.139642,0.06734,-1.777974,0.25
-54.357563,0.130188,0.067211,-1.657611,0.26
-54.360665,0.139308,0.06719,-1.773724,0.27
-54.359621,0.142175,0.06738,-1.810228,0.28
-54.359798,0.134557,0.067308,-1.713239,0.29
-54.359948,0.146484,0.067535,-1.865097,0.3
-54.360474,0.141943,0.067407,-1.807268,0.31
-54.358199,0.138438,0.067447,-1.762644,0.32
-54.360393,0.153995,0.067657,-1.96072,0.33
-54.359039,0.149637,0.067673,-1.905243,0.34
-54.360297,0.150883,0.06754,-1.921105,0.35
-54.360334,0.157422,0.067851,-2.004357,0.36
-54.358344,0.15319,0.067827,-1.950474,0.37
-54.360892,0.160283,0.0679,-2.040785,0.38
-54.360429,0.1598,0.067916,-2.034637,0.39
-54.360075,0.159931,0.067984,-2.036307,0.4
-54.363359,0.172502,0.068189,-2.196361,0.41
-54.359566,0.166839,0.067997,-2.124265,0.42
-54.362605,0.1719,0.06815,-2.188696,0.43
-54.361592,0.179005,0.068262,-2.279158,0.44
-54.360583,0.168842,0.068233,-2.149764,0.45
-54.36067,0.177294,0.068413,-2.257378,0.46
-54.361437,0.184733,0.068494,-2.352089,0.47
-54.362359,0.178367,0.068349,-2.271038,0.48
-54.36186,0.191206,0.068664,-2.434507,0.49
-54.361751,0.188446,0.068595,-2.39937,0.5
-54.362555,0.18639,0.068649,-2.373187,0.51
-54.362205,0.197202,0.068728,-2.510853,0.52
-54.361474,0.192052,0.068859,-2.445284,0.53
-54.362709,0.201035,0.068865,-2.559651,0.54
-54.363985,0.207269,0.068932,-2.639033,0.55
-54.361296,0.202298,0.069022,-2.57574,0.56
-54.36439,0.214601,0.069212,-2.732379,0.57
-54.363981,0.213307,0.06923,-2.715911,0.58
-54.364458,0.210714,0.069141,-2.682898,0.59
-54.363159,0.221562,0.069396,-2.82102,0.6
-54.362477,0.2213,0.06942,-2.817681,0.61
-54.364462,0.224406,0.069434,-2.85722,0.62
-54.363486,0.234878,0.069664,-2.99056,0.63
-54.363377,0.229269,0.069635,-2.919147,0.64
-54.366025,0.241232,0.069868,-3.07146,0.65
-54.364489,0.240695,0.069923,-3.06463,0.66
-54.362382,0.238413,0.069795,-3.035564,0.67
-54.366601,0.250411,0.0701,-3.188332,0.68
-54.362627,0.247115,0.070069,-3.146365,0.69
-54.364748,0.252944,0.070114,-3.220586,0.7
-54.365475,0.261933,0.070268,-3.33503,0.71
-54.365212,0.258756,0.070283,-3.29458,0.72
-54.364939,0.270832,0.070391,-3.448335,0.73
-54.364712,0.275338,0.070658,-3.505708,0.74
-54.36622,0.275129,0.070669,-3.503052,0.75
-54.364944,0.289142,0.070923,-3.681472,0.76
-54.365738,0.291562,0.071033,-3.712284,0.77
-54.365698,0.295514,0.070969,-3.762599,0.78
-54.36553,0.311697,0.071342,-3.968643,0.79
-54.365675,0.310677,0.071348,-3.955666,0.8
-54.366551,0.320965,0.071466,-4.086654,0.81
-54.365975,0.324953,0.071602,-4.137425,0.82
-54.366143,0.323135,0.071691,-4.114278,0.83
-54.367691,0.333875,0.071792,-4.251034,0.84
-54.366651,0.333601,0.071824,-4.247543,0.85
-54.367133,0.33173,0.071774,-4.223713,0.86
-54.367651,0.343758,0.071931,-4.376861,0.87
-54.36667,0.338936,0.071992,-4.315465,0.88
-54.367383,0.345582,0.072133,-4.400084,0.89
-54.368055,0.350487,0.072101,-4.462542,0.9
-54.366184,0.346911,0.072176,-4.417007,0.91
-54.368364,0.358355,0.072279,-4.562718,0.92
-54.367573,0.362951,0.072422,-4.62123,0.93
-54.366942,0.363261,0.072476,-4.625176,0.94
-54.369204,0.379395,0.072689,-4.830613,0.95
-54.367165,0.375998,0.07261,-4.787355,0.96
-54.367782,0.383043,0.072816,-4.877059,0.97
-54.36994,0.395048,0.072885,-5.029903,0.98
-54.368127,0.386977,0.072751,-4.927147,0.99
-54.36969,0.393403,0.072919,-5.008957,1
-54.369313,0.39714,0.073087,-5.056541,1.01
-54.368405,0.390196,0.073052,-4.968128,1.02
-54.368286,0.403792,0.073159,-5.141235,1.03
-54.368005,0.406456,0.073151,-5.175158,1.04
-54.367601,0.406349,0.07327,-5.173792,1.05
-54.369976,0.421023,0.073369,-5.360636,1.06
-54.36756,0.41374,0.073381,-5.267897,1.07
-54.368936,0.420731,0.073572,-5.356917,1.08
-54.370058,0.427645,0.073517,-5.444951,1.09
-54.369713,0.425714,0.073615,-5.420362,1.1
-54.369931,0.43906,0.073699,-5.590282,1.11
-54.367492,0.440341,0.073914,-5.606599,1.12
-54.369767,0.441247,0.073792,-5.618134,1.13
-54.370444,0.463259,0.074137,-5.8984,1.14
-54.368064,0.45917,0.074106,-5.846338,1.15
-54.369349,0.46643,0.074013,-5.938774,1.16
-54.370194,0.475103,0.074417,-6.049195,1.17
-54.370417,0.469804,0.074271,-5.981728,1.18
-54.371375,0.47909,0.074426,-6.099966,1.19
-54.370426,0.479954,0.074448,-6.11097,1.2
-54.369513,0.476414,0.074429,-6.065891,1.21
-54.370566,0.488544,0.07464,-6.220329,1.22
-54.368782,0.482255,0.074629,-6.140264,1.23
-54.371389,0.488639,0.074658,-6.221543,1.24
-54.371002,0.497752,0.074797,-6.337581,1.25
-54.369708,0.48967,0.074686,-6.234673,1.26
-54.373046,0.496399,0.074743,-6.320353,1.27
-54.370607,0.500578,0.074984,-6.373553,1.28
-54.369667,0.498325,0.074928,-6.344866,1.29
-54.372601,0.516605,0.075106,-6.577624,1.3
-54.369617,0.512815,0.075146,-6.529357,1.31
-54.371116,0.520676,0.07526,-6.629457,1.32
-54.372742,0.536716,0.075442,-6.83368,1.33
-54.371743,0.533676,0.075449,-6.794976,1.34
-54.372806,0.534827,0.075463,-6.809623,1.35
-54.371311,0.541925,0.075495,-6.900009,1.36
-54.370076,0.533003,0.075413,-6.7864,1.37
-54.373687,0.544524,0.075614,-6.933097,1.38
-54.37311,0.545973,0.075714,-6.951539,1.39
-54.372374,0.545937,0.075596,-6.951084,1.4
-54.372974,0.560641,0.07583,-7.138307,1.41
-54.371725,0.55545,0.075792,-7.072206,1.42
-54.372488,0.561821,0.075942,-7.153333,1.43
-54.371098,0.568819,0.076005,-7.242429,1.44
-54.371443,0.570238,0.076024,-7.260491,1.45
-54.372946,0.579321,0.076319,-7.376149,1.46
-54.372474,0.5835,0.076143,-7.429349,1.47
-54.373065,0.580901,0.076272,-7.39626,1.48
-54.373296,0.592631,0.076289,-7.545614,1.49
-54.372946,0.587833,0.076445,-7.484521,1.5
-54.374018,0.591582,0.076387,-7.532257,1.51
-54.373641,0.60578,0.076682,-7.713029,1.52
-54.371379,0.598955,0.076569,-7.626134,1.53
-54.372828,0.605112,0.076594,-7.704529,1.54
-54.373151,0.617701,0.076908,-7.864811,1.55
-54.372851,0.62145,0.076895,-7.912546,1.56
-54.373055,0.634515,0.077043,-8.0789,1.57
-54.373219,0.637692,0.07707,-8.119349,1.58
-54.375354,0.63864,0.077165,-8.131416,1.59
-54.374995,0.646073,0.077214,-8.226052,1.6
-54.373323,0.639689,0.077196,-8.144773,1.61
-54.375394,0.643599,0.077132,-8.194557,1.62
-54.375031,0.649619,0.077329,-8.271207,1.63
-54.373228,0.644183,0.077296,-8.201995,1.64
-54.376171,0.652796,0.07736,-8.311657,1.65
-54.375317,0.657052,0.077357,-8.365843,1.66
-54.37608,0.653571,0.077355,-8.321523,1.67
-54.377738,0.664395,0.077587,-8.459341,1.68
-54.374513,0.661516,0.077499,-8.422686,1.69
-54.375558,0.667816,0.077591,-8.502902,1.7
-54.376566,0.679106,0.077687,-8.64664,1.71
-54.374968,0.677145,0.077749,-8.621672,1.72
-54.375935,0.693351,0.077987,-8.82802,1.73
-54.375008,0.703067,0.078174,-8.951722,1.74
-54.37514,0.707144,0.078233,-9.003631,1.75
-54.379473,0.718027,0.078271,-9.142208,1.76
-54.37435,0.71466,0.078423,-9.09933,1.77
-54.376562,0.715572,0.0784,-9.110941,1.78
-54.376444,0.725091,0.078412,-9.232139,1.79
-54.376376,0.719732,0.078477,-9.163913,1.8
-54.377761,0.731874,0.078475,-9.318503,1.81
-54.376771,0.734866,0.078697,-9.3566,1.82
-54.376539,0.736374,0.078623,-9.375801,1.83
-54.377756,0.744098,0.078777,-9.474155,1.84
-54.376907,0.747395,0.07886,-9.516123,1.85
-54.376939,0.746804,0.078824,-9.50861,1.86
-54.37995,0.75649,0.079007,-9.631933,1.87
-54.375744,0.755012,0.078865,-9.613112,1.88
-54.377538,0.760525,0.078969,-9.683311,1.89
-54.376389,0.768107,0.079257,-9.779844,1.9
-54.377425,0.766695,0.079235,-9.761858,1.91
-54.377575,0.779104,0.079276,-9.919863,1.92
-54.377107,0.780886,0.079446,-9.942555,1.93
-54.376893,0.779963,0.079385,-9.930791,1.94
-54.378256,0.790119,0.079525,-10.06011,1.95
-54.375136,0.790387,0.079539,-10.063525,1.96
-54.378047,0.796461,0.079545,-10.140858,1.97
-54.377829,0.807995,0.079692,-10.287707,1.98
-54.376535,0.80778,0.079713,-10.284975,1.99
-54.379137,0.816786,0.07986,-10.399646,2
-54.378687,0.821525,0.079863,-10.459979,2.01
-54.37941,0.822186,0.079918,-10.468403,2.02
-54.379864,0.833786,0.080072,-10.616087,2.03
-54.378715,0.835532,0.080115,-10.638323,2.04
-54.379255,0.835198,0.080201,-10.634073,2.05
-54.379668,0.846338,0.080283,-10.775914,2.06
-54.379737,0.841492,0.080256,-10.714214,2.07
-54.379251,0.843906,0.080221,-10.74495,2.08
-54.379323,0.84914,0.080445,-10.811582,2.09
-54.37906,0.841063,0.080316,-10.70875,2.1
-54.379509,0.852305,0.080429,-10.85188,2.11
-54.378238,0.852436,0.080431,-10.85355,2.12
-54.379346,0.852817,0.080496,-10.858407,2.13
-54.381898,0.869131,0.080554,-11.066121,2.14
-54.377979,0.862318,0.080641,-10.979377,2.15
-54.38174,0.870943,0.080627,-11.089192,2.16
-54.379251,0.881356,0.080751,-11.221773,2.17
-54.378256,0.883198,0.080841,-11.245223,2.18
-54.38025,0.89342,0.080923,-11.375376,2.19
-54.38094,0.9022,0.080901,-11.487164,2.2
-54.379537,0.896186,0.081076,-11.41059,2.21
-54.381735,0.912064,0.081274,-11.612764,2.22
-54.379537,0.913692,0.08117,-11.633482,2.23
-54.381344,0.917459,0.081314,-11.681445,2.24
-54.381254,0.930089,0.08167,-11.842258,2.25
-54.382289,0.930518,0.081462,-11.847722,2.26
-54.382017,0.945258,0.081653,-12.0354,2.27
-54.380586,0.950146,0.081716,-12.097631,2.28
-54.381222,0.942826,0.081713,-12.004437,2.29
-54.383188,0.95467,0.081805,-12.155232,2.3
-54.381072,0.954181,0.081878,-12.149009,2.31
-54.381948,0.956357,0.08187,-12.176709,2.32
-54.382139,0.966096,0.082085,-12.300715,2.33
-54.381821,0.961864,0.08196,-12.246833,2.34
-54.38243,0.967264,0.082098,-12.31559,2.35
-54.380922,0.970381,0.082228,-12.355281,2.36
-54.38198,0.968748,0.081948,-12.334487,2.37
-54.383415,0.978971,0.082098,-12.46464,2.38
-54.380881,0.982231,0.082271,-12.506152,2.39
-54.38099,0.980937,0.082171,-12.489684,2.4
-54.382303,0.999647,0.082403,-12.727906,2.41
-54.380513,0.996399,0.082514,-12.686545,2.42
-54.381744,1.002347,0.082582,-12.762284,2.43
-54.381558,1.01639,0.082681,-12.941084,2.44
-54.382312,1.01285,0.082597,-12.896004,2.45
-54.384596,1.023316,0.082832,-13.029269,2.46
-54.381571,1.027739,0.082964,-13.08558,2.47
-54.382557,1.030499,0.082848,-13.120718,2.48
-54.384088,1.0427,0.083123,-13.276066,2.49
-54.382185,1.044172,0.083186,-13.294811,2.5
-54.382371,1.046842,0.083202,-13.328811,2.51
-54.383543,1.060975,0.083329,-13.508748,2.52
-54.38322,1.05617,0.083163,-13.44758,2.53
-54.384192,1.066512,0.083407,-13.579251,2.54
-54.382098,1.067972,0.083462,-13.597844,2.55
-54.38124,1.064926,0.083373,-13.559064,2.56
-54.384183,1.078296,0.083528,-13.729287,2.57
-54.383329,1.078039,0.083638,-13.726024,2.58
-54.384179,1.080143,0.083576,-13.752814,2.59
-54.384006,1.087487,0.083655,-13.846311,2.6
-54.383647,1.084715,0.08368,-13.811022,2.61
-54.384569,1.087892,0.083705,-13.851472,2.62
-54.384088,1.098591,0.083861,-13.987696,2.63
-54.383529,1.091188,0.083829,-13.89344,2.64
-54.38535,1.105094,0.083905,-14.070493,2.65
-54.384169,1.10622,0.084013,-14.084837,2.66
-54.384351,1.104134,0.083973,-14.058275,2.67
-54.385664,1.117688,0.084123,-14.230851,2.68
-54.384297,1.11286,0.084144,-14.169379,2.69
-54.385586,1.122159,0.08416,-14.287769,2.7
-54.385051,1.140243,0.084354,-14.518022,2.71
-54.383633,1.140583,0.084368,-14.522348,2.72
-54.386331,1.155275,0.084464,-14.70942,2.73
-54.385037,1.158553,0.084778,-14.75116,2.74
-54.385632,1.159227,0.084682,-14.759735,2.75
-54.386209,1.174676,0.084803,-14.956445,2.76
-54.385105,1.168615,0.084825,-14.879264,2.77
-54.385141,1.17231,0.084896,-14.926316,2.78
-54.386113,1.180774,0.085035,-15.034081,2.79
-54.384506,1.177961,0.084859,-14.998261,2.8
-54.386745,1.189274,0.085002,-15.142302,2.81
-54.38714,1.197201,0.085257,-15.243237,2.82
-54.385795,1.19561,0.085295,-15.222974,2.83
-54.387013,1.210058,0.085345,-15.406934,2.84
-54.386672,1.211804,0.085357,-15.42917,2.85
-54.384319,1.215339,0.085315,-15.474173,2.86
-54.386418,1.227587,0.085593,-15.630129,2.87
-54.385182,1.224434,0.085588,-15.589983,2.88
-54.387094,1.231873,0.085588,-15.684695,2.89
-54.386985,1.244634,0.085847,-15.847177,2.9
-54.387612,1.239753,0.085658,-15.785023,2.91
-54.388348,1.247019,0.085813,-15.877534,2.92
-54.386118,1.246643,0.085992,-15.872753,2.93
-54.386236,1.239944,0.085815,-15.787451,2.94
-54.386994,1.253808,0.086034,-15.963973,2.95
-54.386972,1.250613,0.085937,-15.923296,2.96
-54.388916,1.257157,0.086145,-16.006624,2.97
-54.388884,1.267856,0.086121,-16.142849,2.98
-54.385836,1.265872,0.08613,-16.117577,2.99
-54.387004,1.27458,0.086365,-16.228454,3
-54.387494,1.279283,0.086372,-16.288332,3.01
-54.386622,1.279199,0.086248,-16.287269,3.02
-54.389933,1.297683,0.086476,-16.522607,3.03
-54.38778,1.30105,0.086687,-16.565485,3.04
-54.388312,1.298982,0.086627,-16.539151,3.05
-54.387717,1.309258,0.086645,-16.669987,3.06
-54.386985,1.300919,0.086667,-16.563816,3.07
-54.389202,1.30713,0.086751,-16.642894,3.08
-54.389683,1.319772,0.086837,-16.803859,3.09
-54.388843,1.31256,0.08674,-16.712031,3.1
-54.389474,1.326692,0.087049,-16.891969,3.11
-54.389334,1.329207,0.086949,-16.923995,3.12
-54.390451,1.33251,0.087007,-16.966038,3.13
-54.389374,1.343215,0.08721,-17.102338,3.14
-54.389265,1.33903,0.087225,-17.049063,3.15
-54.390256,1.347917,0.087272,-17.162216,3.16
-54.389829,1.361829,0.087472,-17.339346,3.17
-54.389706,1.35982,0.087599,-17.313771,3.18
-54.391959,1.372683,0.087601,-17.477543,3.19
-54.389965,1.373571,0.087759,-17.488851,3.2
-54.390578,1.373875,0.087658,-17.492722,3.21
-54.390478,1.384526,0.08782,-17.628339,3.22
-54.389524,1.38526,0.087808,-17.637673,3.23
-54.391141,1.383799,0.087809,-17.61908,3.24
-54.390306,1.396215,0.088012,-17.777161,3.25
-54.390101,1.390523,0.087882,-17.704685,3.26
-54.390051,1.397926,0.087977,-17.798942,3.27
-54.390496,1.406235,0.0881,-17.904734,3.28
-54.389007,1.399797,0.088088,-17.822772,3.29
-54.391164,1.411134,0.088176,-17.967116,3.3
-54.389683,1.408041,0.088185,-17.927729,3.31
-54.390801,1.408631,0.088211,-17.935242,3.32
-54.391368,1.419252,0.088355,-18.07048,3.33
-54.390147,1.408583,0.088361,-17.934635,3.34
-54.392204,1.418269,0.088386,-18.057958,3.35
-54.391872,1.424044,0.088455,-18.131496,3.36
-54.389156,1.422465,0.088403,-18.111385,3.37
-54.391941,1.43925,0.08865,-18.325094,3.38
-54.392354,1.444924,0.088762,-18.397342,3.39
-54.392277,1.447535,0.088821,-18.430582,3.4
-54.393639,1.460683,0.088924,-18.597998,3.41
-54.392286,1.457459,0.089022,-18.556941,3.42
-54.393408,1.462924,0.088992,-18.626533,3.43
-54.391382,1.472509,0.089159,-18.748566,3.44
-54.392218,1.465446,0.089097,-18.658635,3.45
-54.39452,1.472855,0.089264,-18.752967,3.46
-54.392345,1.485741,0.089335,-18.917044,3.47
-54.391159,1.485014,0.089404,-18.907785,3.48
-54.393689,1.499116,0.089534,-19.087343,3.49
-54.391945,1.498419,0.089632,-19.078464,3.5
-54.394075,1.497775,0.089716,-19.070268,3.51
-54.39428,1.507467,0.089808,-19.193666,3.52
-54.392022,1.499826,0.08978,-19.096374,3.53
-54.393526,1.50708,0.089793,-19.188733,3.54
-54.393217,1.510519,0.08992,-19.232523,3.55
-54.391237,1.502484,0.089916,-19.130222,3.56
-54.394343,1.512742,0.090035,-19.26083,3.57
-54.392322,1.509321,0.090028,-19.217268,3.58
-54.393689,1.510847,0.090062,-19.236697,3.59
-54.394516,1.518017,0.090147,-19.327993,3.6
-54.39249,1.516855,0.089967,-19.313195,3.61
-54.395061,1.520038,0.090145,-19.35372,3.62
-54.394148,1.531124,0.090366,-19.494878,3.63
-54.395052,1.529688,0.090373,-19.476588,3.64
-54.395411,1.539046,0.090488,-19.595737,3.65
-54.39353,1.539946,0.090579,-19.607196,3.66
-54.393285,1.538467,0.09066,-19.588375,3.67
-54.395974,1.552695,0.090856,-19.769527,3.68
-54.393912,1.546419,0.090872,-19.689614,3.69
-54.39517,1.555502,0.091087,-19.805272,3.7
-54.395429,1.565647,0.091329,-19.934438,3.71
-54.396364,1.562643,0.091167,-19.896189,3.72
-54.396941,1.565295,0.091419,-19.929961,3.73
-54.393121,1.569462,0.091414,-19.983009,3.74
-54.394788,1.566511,0.091603,-19.945443,3.75
-54.397618,1.57516,0.091612,-20.05556,3.76
-54.394711,1.572406,0.091642,-20.020499,3.77
-54.396001,1.575106,0.09169,-20.054877,3.78
-54.396364,1.577002,0.091873,-20.079011,3.79
-54.392699,1.571912,0.091818,-20.0142,3.8
-54.396287,1.577741,0.092008,-20.088421,3.81
-54.396964,1.582873,0.092095,-20.153763,3.82
-54.397059,1.575524,0.091948,-20.06019,3.83
-54.396242,1.584482,0.09218,-20.174254,3.84
-54.396564,1.581687,0.092256,-20.138661,3.85
-54.395397,1.57789,0.092173,-20.090318,3.86
-54.396787,1.593578,0.092313,-20.290064,3.87
-54.396501,1.586205,0.092384,-20.196186,3.88
-54.397954,1.590097,0.09244,-20.245743,3.89
-54.3968,1.602352,0.09255,-20.401775,3.9
-54.394643,1.597631,0.092491,-20.341669,3.91
-54.399948,1.608711,0.092787,-20.482751,3.92
-54.397513,1.603132,0.092886,-20.411717,3.93
-54.396982,1.598942,0.092918,-20.358365,3.94
-54.397949,1.607633,0.092972,-20.469014,3.95
-54.397709,1.598626,0.093052,-20.354343,3.96
-54.396105,1.597345,0.092942,-20.338027,3.97
