POSN mm ,LOAD kn,STRAIN1 mm,STRESS(MPA),TIME(sec)
-54.272871,-0.004822,0.00655,-0.061396,0
-54.270759,-0.006229,0.006447,-0.079306,0.01
-54.270009,0.004077,0.006362,0.051909,0.02
-54.274896,-0.006694,0.006044,-0.085226,0.03
-54.272044,-0.001794,0.005862,-0.022843,0.04
-54.272594,-0.002933,0.005845,-0.037338,0.05
-54.273679,-0.007182,0.005561,-0.091449,0.06
-54.272571,0.001657,0.005668,0.021098,0.07
-54.273738,-0.006336,0.005587,-0.080672,0.08
-54.270899,-0.005054,0.005435,-0.064356,0.09
-54.272398,0.00304,0.005304,0.038704,0.1
-54.275873,-0.005651,0.005181,-0.071945,0.11
-54.271594,-0.002289,0.005266,-0.029142,0.12
-54.274247,-0.001019,0.005265,-0.012977,0.13
-54.272498,-0.009876,0.005101,-0.125751,0.14
-54.273797,-0.000519,0.005123,-0.006603,0.15
-54.274565,-0.004333,0.004979,-0.055173,0.16
-54.274329,-0.004798,0.005085,-0.061092,0.17
-54.273248,0.005019,0.005066,0.0639,0.18
-54.275737,-0.002688,0.005042,-0.034227,0.19
-54.274029,-0.003111,0.004977,-0.039615,0.2
-54.274401,-0.000322,0.004874,-0.004098,0.21
-54.273534,-0.006682,0.004731,-0.085074,0.22
-54.273375,-0.000066,0.004855,-0.000835,0.23
-54.275487,-0.002789,0.004739,-0.035517,0.24
-54.274478,-0.006926,0.004755,-0.088185,0.25
-54.273783,0.00056,0.00475,0.007134,0.26
-54.276718,-0.005841,0.004612,-0.074373,0.27
-54.274097,-0.00236,0.004602,-0.030053,0.28
-54.275537,0.000858,0.004609,0.010928,0.29
-54.275355,-0.009298,0.004436,-0.11839,0.3
-54.273388,0.000048,0.004496,0.000607,0.31
-54.276154,0.002408,0.00447,0.03066,0.32
-54.277208,-0.006682,0.004386,-0.085074,0.33
-54.27486,0.001025,0.004457,0.013053,0.34
-54.275459,-0.00217,0.004207,-0.027624,0.35
-54.274537,0.00056,0.004423,0.007134,0.36
-54.274156,0.002265,0.00435,0.028839,0.37
-54.276359,-0.008327,0.004236,-0.10602,0.38
-54.273706,-0.000006,0.004269,-0.000076,0.39
-54.275123,-0.00183,0.004332,-0.023299,0.4
-54.275432,-0.008625,0.004153,-0.109814,0.41
-54.272948,0.002301,0.004105,0.029294,0.42
-54.27461,-0.004679,0.003929,-0.059574,0.43
-54.276681,-0.001878,0.00388,-0.023906,0.44
-54.273956,0.000036,0.003888,0.000455,0.45
-54.277499,-0.007224,0.003757,-0.09198,0.46
-54.274556,-0.001621,0.003779,-0.020642,0.47
-54.277412,-0.002503,0.003738,-0.031874,0.48
-54.275973,-0.008029,0.00357,-0.102225,0.49
-54.276677,0.001574,0.003562,0.020035,0.5
-54.277531,-0.004822,0.003523,-0.061396,0.51
-54.275959,-0.004297,0.003399,-0.054717,0.52
-54.276604,0.000691,0.003515,0.008803,0.53
-54.278434,-0.010514,0.003299,-0.133872,0.54
-54.275791,-0.001627,0.00332,-0.020718,0.55
-54.276817,-0.000364,0.003216,-0.004629,0.56
-54.276931,-0.007898,0.003046,-0.100556,0.57
-54.276481,0.001097,0.003098,0.013964,0.58
-54.278675,-0.005484,0.002833,-0.06982,0.59
-54.278798,-0.005788,0.002679,-0.07369,0.6
-54.277794,0.001228,0.002711,0.015634,0.61
-54.279665,-0.008124,0.002473,-0.103439,0.62
-54.277299,-0.000143,0.002599,-0.001821,0.63
-54.278057,-0.000715,0.002606,-0.009107,0.64
-54.277808,-0.008363,0.002437,-0.106475,0.65
-54.279016,0.004673,0.002479,0.059499,0.66
-54.280188,-0.003511,0.002397,-0.0447,0.67
-54.279147,-0.004894,0.002061,-0.062307,0.68
-54.276967,0.001681,0.002218,0.021401,0.69
-54.280097,-0.00869,0.00193,-0.110649,0.7
-54.277335,-0.000983,0.001977,-0.012522,0.71
-54.279197,-0.000918,0.001866,-0.011687,0.72
-54.280773,-0.00636,0.001692,-0.080976,0.73
-54.278185,0.001073,0.001703,0.01366,0.74
-54.281932,-0.00242,0.001626,-0.030812,0.75
-54.279534,-0.007725,0.001542,-0.098355,0.76
-54.280773,-0.000983,0.00148,-0.012522,0.77
-54.28066,-0.006235,0.001214,-0.079382,0.78
-54.281237,-0.004756,0.001239,-0.060561,0.79
-54.281051,0.002182,0.001091,0.027776,0.8
-54.282536,-0.007081,0.000979,-0.090158,0.81
-54.280669,0.001037,0.000846,0.013205,0.82
-54.280882,-0.002879,0.000785,-0.036655,0.83
-54.278861,-0.005001,0.000608,-0.063673,0.84
-54.279888,0.002456,0.000569,0.031267,0.85
-54.281459,-0.0054,0.000412,-0.068757,0.86
-54.281959,-0.00236,0.000366,-0.030053,0.87
-54.282141,0.001872,0.000226,0.02383,0.88
-54.28368,-0.008768,-0.00006,-0.111636,0.89
-54.281655,-0.001478,-0.000085,-0.018821,0.9
-54.282168,-0.000781,-0.000294,-0.009942,0.91
-54.282077,-0.006211,-0.000416,-0.079078,0.92
-54.281105,0.000393,-0.000445,0.005009,0.93
-54.282731,-0.003904,-0.000771,-0.049709,0.94
-54.282368,-0.004256,-0.000875,-0.054186,0.95
-54.283085,-0.00084,-0.000865,-0.010701,0.96
-54.28334,-0.008374,-0.001104,-0.106627,0.97
-54.282213,-0.000983,-0.001155,-0.012522,0.98
-54.283517,0.000787,-0.001328,0.010018,0.99
-54.284107,-0.005335,-0.001546,-0.067922,1
-54.282985,-0.000143,-0.001608,-0.001821,1.01
-54.285238,-0.004011,-0.001644,-0.051075,1.02
-54.282458,-0.003928,-0.001754,-0.050012,1.03
-54.282758,-0.003427,-0.001787,-0.043637,1.04
-54.285692,-0.007653,-0.00205,-0.097444,1.05
-54.282572,0.000036,-0.002032,0.000455,1.06
-54.284938,-0.002271,-0.002121,-0.028914,1.07
-54.283658,-0.011051,-0.002301,-0.140702,1.08
-54.282027,0.001621,-0.002411,0.020642,1.09
-54.284457,-0.004089,-0.002599,-0.052061,1.1
-54.283721,-0.005001,-0.002685,-0.063673,1.11
-54.284466,0.003338,-0.002626,0.042499,1.12
-54.286333,-0.009322,-0.002786,-0.118694,1.13
-54.283785,-0.002748,-0.002858,-0.034986,1.14
-54.284584,-0.000995,-0.003115,-0.012674,1.15
-54.283685,-0.006938,-0.003412,-0.088337,1.16
-54.285111,0.00273,-0.003338,0.034758,1.17
-54.284434,-0.007647,-0.003603,-0.097368,1.18
-54.286419,-0.006169,-0.003696,-0.078547,1.19
-54.285815,-0.000018,-0.003639,-0.000228,1.2
-54.287296,-0.007874,-0.003851,-0.100252,1.21
-54.283608,-0.002301,-0.003752,-0.029294,1.22
-54.285129,-0.002223,-0.003844,-0.028307,1.23
-54.28656,-0.009388,-0.004043,-0.119528,1.24
-54.286201,-0.001532,-0.004006,-0.019504,1.25
-54.28572,-0.005269,-0.004174,-0.067088,1.26
-54.286678,-0.007808,-0.004068,-0.099417,1.27
-54.285738,0.00087,-0.004078,0.01108,1.28
-54.285851,-0.008148,-0.004095,-0.103743,1.29
-54.285433,-0.001049,-0.004347,-0.013357,1.3
-54.28681,-0.003576,-0.004522,-0.045535,1.31
-54.286687,-0.013244,-0.004672,-0.16863,1.32
-54.286069,-0.001782,-0.004688,-0.022691,1.33
-54.288236,-0.006592,-0.004928,-0.083935,1.34
-54.286024,-0.00993,-0.005083,-0.126434,1.35
-54.285774,-0.001782,-0.005199,-0.022691,1.36
-54.287482,-0.011367,-0.005469,-0.144724,1.37
-54.286169,-0.007778,-0.005594,-0.099038,1.38
-54.286751,-0.003892,-0.005551,-0.049557,1.39
-54.287986,-0.012541,-0.005804,-0.159675,1.4
-54.285633,-0.004494,-0.005734,-0.057222,1.41
-54.288799,-0.009173,-0.005804,-0.116796,1.42
-54.28839,-0.01123,-0.006,-0.142979,1.43
-54.286728,-0.005925,-0.005866,-0.075436,1.44
-54.289235,-0.01151,-0.00601,-0.146546,1.45
-54.286342,-0.012308,-0.005967,-0.156715,1.46
-54.285892,-0.005722,-0.006168,-0.072855,1.47
-54.289553,-0.01629,-0.006214,-0.20741,1.48
-54.287954,-0.007457,-0.006381,-0.09494,1.49
-54.288508,-0.009537,-0.006541,-0.121426,1.5
-54.288422,-0.01514,-0.006745,-0.192763,1.51
-54.287346,-0.010228,-0.006848,-0.130229,1.52
-54.289076,-0.017238,-0.006897,-0.219477,1.53
-54.287146,-0.012839,-0.006953,-0.163469,1.54
-54.288022,-0.00897,-0.007,-0.114216,1.55
-54.28914,-0.019991,-0.007193,-0.254538,1.56
-54.288776,-0.011539,-0.007263,-0.146925,1.57
-54.289644,-0.011951,-0.007272,-0.152161,1.58
-54.288635,-0.02104,-0.007418,-0.267895,1.59
-54.287318,-0.011563,-0.007356,-0.147229,1.6
-54.289253,-0.01772,-0.007588,-0.225624,1.61
-54.287659,-0.019461,-0.007711,-0.247784,1.62
-54.290529,-0.016391,-0.007956,-0.2087,1.63
-54.291447,-0.026631,-0.008299,-0.339081,1.64
-54.289244,-0.020367,-0.008414,-0.25932,1.65
-54.290825,-0.021774,-0.008443,-0.27723,1.66
-54.290961,-0.026077,-0.008503,-0.332023,1.67
-54.289031,-0.016963,-0.008442,-0.215986,1.68
-54.28924,-0.025707,-0.008584,-0.327318,1.69
-54.290289,-0.021493,-0.008641,-0.273663,1.7
-54.289666,-0.02113,-0.008555,-0.269034,1.71
-54.289644,-0.028652,-0.008639,-0.364808,1.72
-54.289616,-0.021219,-0.008796,-0.270172,1.73
-54.289398,-0.022501,-0.008798,-0.286488,1.74
-54.290575,-0.030881,-0.008967,-0.393191,1.75
-54.288949,-0.025618,-0.00902,-0.326179,1.76
-54.292714,-0.032514,-0.00919,-0.413985,1.77
-54.289476,-0.031793,-0.009485,-0.404803,1.78
-54.291197,-0.027239,-0.009454,-0.346822,1.79
-54.293082,-0.034177,-0.009587,-0.435159,1.8
-54.28904,-0.029749,-0.009568,-0.378772,1.81
-54.291483,-0.030351,-0.009566,-0.386437,1.82
-54.291642,-0.035614,-0.009808,-0.453449,1.83
-54.290311,-0.029546,-0.009782,-0.376192,1.84
-54.292587,-0.035632,-0.009866,-0.453676,1.85
-54.290784,-0.03432,-0.009891,-0.43698,1.86
-54.289857,-0.028533,-0.009871,-0.36329,1.87
-54.2932,-0.037348,-0.00998,-0.475533,1.88
-54.291379,-0.033337,-0.009955,-0.424458,1.89
-54.291933,-0.033665,-0.009946,-0.428632,1.9
-54.292868,-0.040895,-0.010326,-0.520688,1.91
-54.290757,-0.032747,-0.010251,-0.416945,1.92
-54.292759,-0.039428,-0.010395,-0.502019,1.93
-54.292928,-0.043994,-0.010562,-0.560151,1.94
-54.289971,-0.035328,-0.010647,-0.449806,1.95
-54.292401,-0.045437,-0.010725,-0.578517,1.96
-54.291701,-0.041598,-0.010885,-0.529643,1.97
-54.2929,-0.042164,-0.011048,-0.536853,1.98
-54.29523,-0.053984,-0.011301,-0.687345,1.99
-54.293073,-0.044036,-0.011472,-0.560683,2
-54.294408,-0.050199,-0.011367,-0.639154,2.01
-54.29414,-0.053298,-0.011475,-0.678617,2.02
-54.291488,-0.047398,-0.011486,-0.603485,2.03
-54.294567,-0.05753,-0.011567,-0.7325,2.04
-54.293318,-0.050879,-0.011616,-0.647805,2.05
-54.293868,-0.049931,-0.011471,-0.635739,2.06
-54.294849,-0.057757,-0.011683,-0.735384,2.07
-54.292001,-0.047487,-0.011617,-0.604624,2.08
-54.293436,-0.053304,-0.011798,-0.678693,2.09
-54.294063,-0.056928,-0.011909,-0.724835,2.1
-54.292859,-0.049883,-0.01196,-0.635132,2.11
-54.295721,-0.06156,-0.012138,-0.783802,2.12
-54.291597,-0.057906,-0.012296,-0.737281,2.13
-54.295021,-0.056875,-0.012266,-0.724152,2.14
-54.295149,-0.063264,-0.012406,-0.805507,2.15
-54.293059,-0.057501,-0.012406,-0.73212,2.16
-54.293995,-0.059444,-0.012545,-0.756861,2.17
-54.294354,-0.063169,-0.012637,-0.804293,2.18
-54.29399,-0.056297,-0.012587,-0.71679,2.19
-54.296843,-0.065893,-0.01295,-0.838975,2.2
-54.295244,-0.067168,-0.013014,-0.855216,2.21
-54.294068,-0.063819,-0.013055,-0.812565,2.22
-54.297478,-0.073963,-0.01336,-0.941731,2.23
-54.296198,-0.063545,-0.01328,-0.809074,2.24
-54.295948,-0.070125,-0.013292,-0.892858,2.25
-54.296602,-0.0736,-0.013418,-0.937102,2.26
-54.294336,-0.067443,-0.013406,-0.858707,2.27
-54.296511,-0.07292,-0.013473,-0.92845,2.28
-54.296011,-0.071305,-0.013474,-0.907884,2.29
-54.296575,-0.067443,-0.013523,-0.858707,2.3
-54.297097,-0.077498,-0.013703,-0.986735,2.31
-54.295762,-0.071496,-0.013908,-0.910312,2.32
-54.295898,-0.072628,-0.013896,-0.924732,2.33
-54.297015,-0.082237,-0.014254,-1.047068,2.34
-54.294762,-0.070721,-0.014162,-0.900447,2.35
-54.296066,-0.080216,-0.014398,-1.021341,2.36
-54.295775,-0.080335,-0.014471,-1.022859,2.37
-54.296043,-0.074172,-0.01431,-0.944387,2.38
-54.29796,-0.084937,-0.014619,-1.081447,2.39
-54.296466,-0.07863,-0.014522,-1.001154,2.4
-54.297238,-0.081754,-0.014459,-1.040921,2.41
-54.296289,-0.085294,-0.014751,-1.086,2.42
-54.29563,-0.078225,-0.014769,-0.995993,2.43
-54.298628,-0.085413,-0.01502,-1.087518,2.44
-54.297765,-0.088125,-0.015197,-1.122048,2.45
-54.298805,-0.083399,-0.015207,-1.061867,2.46
-54.299377,-0.091791,-0.015308,-1.168721,2.47
-54.298083,-0.083178,-0.015332,-1.059059,2.48
-54.29781,-0.08719,-0.015303,-1.110133,2.49
-54.296715,-0.091869,-0.01546,-1.169708,2.5
-54.297351,-0.0817,-0.015306,-1.040238,2.51
-54.297342,-0.091159,-0.015537,-1.160677,2.52
-54.297156,-0.092793,-0.015711,-1.181471,2.53
-54.297583,-0.087249,-0.015715,-1.110892,2.54
-54.298496,-0.095874,-0.015774,-1.220707,2.55
-54.29761,-0.091988,-0.015859,-1.171226,2.56
-54.298891,-0.093007,-0.016045,-1.184203,2.57
-54.299345,-0.102371,-0.016273,-1.303428,2.58
-54.298914,-0.093603,-0.01626,-1.191792,2.59
-54.300376,-0.100046,-0.01644,-1.27383,2.6
-54.299459,-0.100499,-0.016405,-1.279598,2.61
-54.298764,-0.094509,-0.016348,-1.203328,2.62
-54.300281,-0.103348,-0.016684,-1.315874,2.63
-54.297974,-0.10047,-0.016514,-1.279219,2.64
-54.29959,-0.101423,-0.0166,-1.291361,2.65
-54.298678,-0.107366,-0.01672,-1.367024,2.66
-54.299463,-0.098616,-0.016754,-1.255616,2.67
-54.298387,-0.10677,-0.016879,-1.359435,2.68
-54.301507,-0.109154,-0.017125,-1.389792,2.69
-54.299945,-0.101751,-0.017167,-1.295535,2.7
-54.299227,-0.11484,-0.017403,-1.462192,2.71
-54.299404,-0.112498,-0.017661,-1.432367,2.72
-54.298841,-0.112468,-0.017688,-1.431987,2.73
-54.300072,-0.120687,-0.017899,-1.536641,2.74
-54.300117,-0.112569,-0.017874,-1.433277,2.75
-54.300467,-0.115377,-0.017822,-1.469022,2.76
-54.300658,-0.116539,-0.017882,-1.483821,2.77
-54.299822,-0.111634,-0.017882,-1.421362,2.78
-54.300185,-0.11934,-0.018047,-1.519489,2.79
-54.300417,-0.116497,-0.017947,-1.483289,2.8
-54.300699,-0.112498,-0.017976,-1.432367,2.81
-54.301185,-0.123942,-0.018274,-1.578077,2.82
-54.301226,-0.113231,-0.018234,-1.441701,2.83
-54.301425,-0.116652,-0.018233,-1.485263,2.84
-54.301412,-0.122768,-0.018398,-1.563127,2.85
-54.302216,-0.115514,-0.018494,-1.470767,2.86
-54.302007,-0.124997,-0.018496,-1.59151,2.87
-54.302747,-0.124335,-0.01876,-1.583086,2.88
-54.300749,-0.124896,-0.018815,-1.59022,2.89
-54.302238,-0.133753,-0.019169,-1.702994,2.9
-54.301126,-0.129789,-0.019329,-1.652526,2.91
-54.301439,-0.135338,-0.019349,-1.723181,2.92
-54.30138,-0.135028,-0.019515,-1.719235,2.93
-54.301889,-0.130278,-0.019573,-1.658749,2.94
-54.303092,-0.137633,-0.019652,-1.752399,2.95
-54.302157,-0.136268,-0.01978,-1.73502,2.96
-54.304028,-0.135738,-0.019734,-1.728266,2.97
-54.302084,-0.14227,-0.019794,-1.811442,2.98
-54.302129,-0.134754,-0.019905,-1.715744,2.99
-54.301902,-0.138724,-0.020047,-1.766287,3
-54.302406,-0.144273,-0.02021,-1.836941,3.01
-54.301761,-0.136775,-0.020226,-1.741471,3.02
-54.30564,-0.149012,-0.020368,-1.897275,3.03
-54.303015,-0.144941,-0.020452,-1.845441,3.04
-54.302597,-0.141627,-0.020364,-1.803246,3.05
-54.30356,-0.147766,-0.020596,-1.881414,3.06
-54.302733,-0.141096,-0.020648,-1.796492,3.07
-54.305599,-0.146657,-0.020664,-1.867298,3.08
-54.303737,-0.154531,-0.02077,-1.96755,3.09
-54.303083,-0.144905,-0.020823,-1.844986,3.1
-54.305736,-0.15673,-0.020953,-1.995554,3.11
-54.304001,-0.152904,-0.021129,-1.946832,3.12
-54.303778,-0.149888,-0.021143,-1.908431,3.13
-54.304882,-0.160068,-0.02134,-2.038053,3.14
-54.302833,-0.153387,-0.021369,-1.952979,3.15
-54.303465,-0.156927,-0.021603,-1.998058,3.16
-54.304832,-0.163931,-0.021762,-2.08723,3.17
-54.304528,-0.156605,-0.021643,-1.99396,3.18
-54.305745,-0.163066,-0.02193,-2.076226,3.19
-54.304668,-0.162429,-0.02196,-2.068105,3.2
-54.305095,-0.156695,-0.021898,-1.995098,3.21
-54.304532,-0.164807,-0.021984,-2.098386,3.22
-54.303569,-0.158143,-0.022026,-2.01354,3.23
-54.305263,-0.15862,-0.021946,-2.019611,3.24
-54.306708,-0.1679,-0.022128,-2.137773,3.25
-54.30416,-0.160611,-0.02215,-2.044959,3.26
-54.305863,-0.166208,-0.022239,-2.11622,3.27
-54.306253,-0.167704,-0.02244,-2.135269,3.28
-54.304391,-0.164324,-0.022411,-2.092239,3.29
-54.306508,-0.177693,-0.02247,-2.262462,3.3
-54.304927,-0.17274,-0.022682,-2.199397,3.31
-54.306108,-0.173682,-0.022761,-2.211388,3.32
-54.307734,-0.180751,-0.023,-2.301394,3.33
-54.306203,-0.173318,-0.023147,-2.206758,3.34
-54.307339,-0.183976,-0.023197,-2.342451,3.35
-54.305636,-0.182003,-0.023412,-2.317331,3.36
-54.30564,-0.178093,-0.023405,-2.267547,3.37
-54.307148,-0.188226,-0.023587,-2.396562,3.38
-54.305826,-0.185227,-0.023746,-2.358388,3.39
-54.307207,-0.18633,-0.023708,-2.372428,3.4
-54.308529,-0.192368,-0.023972,-2.449306,3.41
-54.306853,-0.186342,-0.023879,-2.37258,3.42
-54.30718,-0.189656,-0.024016,-2.414775,3.43
-54.305967,-0.192422,-0.024142,-2.449989,3.44
-54.306612,-0.185931,-0.024189,-2.367344,3.45
-54.308511,-0.198817,-0.02429,-2.53142,3.46
-54.307907,-0.195909,-0.024514,-2.494385,3.47
-54.308552,-0.196522,-0.024469,-2.502202,3.48
-54.309533,-0.206739,-0.024756,-2.632279,3.49
-54.308297,-0.197321,-0.024689,-2.512371,3.5
-54.310382,-0.205892,-0.024813,-2.621502,3.51
-54.308197,-0.20681,-0.024955,-2.63319,3.52
-54.305627,-0.197983,-0.024942,-2.520795,3.53
-54.30991,-0.207233,-0.025062,-2.638578,3.54
-54.30713,-0.205255,-0.025056,-2.613382,3.55
-54.307875,-0.201648,-0.024966,-2.567468,3.56
-54.309401,-0.208855,-0.025232,-2.65922,3.57
-54.307207,-0.197148,-0.025101,-2.51017,3.58
-54.308461,-0.204706,-0.025224,-2.6064,3.59
-54.308742,-0.210029,-0.02529,-2.674171,3.6
-54.30862,-0.204825,-0.025349,-2.607918,3.61
-54.308938,-0.209129,-0.025455,-2.662711,3.62
-54.308779,-0.2105,-0.025507,-2.680166,3.63
-54.308261,-0.209457,-0.025493,-2.666885,3.64
-54.309469,-0.216001,-0.025687,-2.750214,3.65
-54.308838,-0.207835,-0.025792,-2.646243,3.66
-54.309201,-0.219226,-0.025955,-2.791271,3.67
-54.308574,-0.22223,-0.026153,-2.82952,3.68
-54.308697,-0.218499,-0.026181,-2.782012,3.69
-54.312489,-0.229907,-0.026426,-2.927267,3.7
-54.309637,-0.227946,-0.026535,-2.902299,3.71
-54.310228,-0.225973,-0.026581,-2.877179,3.72
-54.309033,-0.237817,-0.026843,-3.027975,3.73
-54.308969,-0.228775,-0.026887,-2.912848,3.74
-54.310791,-0.233287,-0.026949,-2.970297,3.75
-54.312085,-0.232786,-0.02707,-2.963923,3.76
-54.308047,-0.227726,-0.026984,-2.899491,3.77
-54.311272,-0.235099,-0.027024,-2.993368,3.78
-54.309555,-0.2334,-0.027159,-2.971739,3.79
-54.310514,-0.230104,-0.027146,-2.929772,3.8
-54.31174,-0.239313,-0.02741,-3.047023,3.81
-54.309006,-0.230265,-0.027247,-2.931821,3.82
-54.313271,-0.237375,-0.027361,-3.022359,3.83
-54.310982,-0.241125,-0.027509,-3.070094,3.84
-54.310623,-0.236928,-0.027627,-3.016667,3.85
-54.314274,-0.248533,-0.027767,-3.164427,3.86
-54.312144,-0.241578,-0.027882,-3.075862,3.87
-54.30931,-0.241768,-0.0278,-3.07829,3.88
-54.313439,-0.252843,-0.028155,-3.219296,3.89
-54.309746,-0.246513,-0.028234,-3.1387,3.9
-54.311299,-0.251186,-0.028272,-3.198198,3.91
-54.313411,-0.256121,-0.028437,-3.261036,3.92
-54.311209,-0.246906,-0.028387,-3.143708,3.93
-54.313652,-0.256366,-0.028509,-3.264147,3.94
-54.313044,-0.252974,-0.028511,-3.220965,3.95
-54.312435,-0.248522,-0.028516,-3.164275,3.96
-54.312126,-0.259268,-0.028625,-3.301106,3.97
-54.31204,-0.252408,-0.028625,-3.213756,3.98
-54.313025,-0.25453,-0.02864,-3.240773,3.99
-54.314052,-0.258356,-0.028742,-3.289495,4
-54.313016,-0.254333,-0.028828,-3.238269,4.01
-54.314524,-0.26446,-0.02903,-3.367207,4.02
-54.31219,-0.262523,-0.029204,-3.342543,4.03
-54.312889,-0.262904,-0.029178,-3.3474,4.04
-54.312589,-0.271493,-0.029412,-3.456759,4.05
-54.312194,-0.266182,-0.029429,-3.38914,4.06
-54.313475,-0.274986,-0.029693,-3.501231,4.07
-54.314697,-0.280088,-0.029991,-3.566194,4.08
-54.311327,-0.272852,-0.03,-3.474062,4.09
-54.316041,-0.279152,-0.030182,-3.554279,4.1
-54.314129,-0.282967,-0.030199,-3.602849,4.11
-54.313866,-0.277448,-0.030164,-3.532574,4.12
-54.315946,-0.282001,-0.030402,-3.590555,4.13
-54.313153,-0.277925,-0.030342,-3.538645,4.14
-54.315419,-0.277746,-0.030285,-3.536368,4.15
-54.314447,-0.286245,-0.030512,-3.644589,4.16
-54.314115,-0.27793,-0.030474,-3.538721,4.17
-54.313834,-0.287229,-0.030597,-3.657111,4.18
-54.315255,-0.286329,-0.030733,-3.645651,4.19
-54.314647,-0.278002,-0.030556,-3.539632,4.2
-54.316573,-0.289965,-0.030809,-3.691945,4.21
-54.314547,-0.283688,-0.030799,-3.612032,4.22
-54.315419,-0.288737,-0.030812,-3.676311,4.23
-54.315024,-0.293469,-0.031029,-3.736569,4.24
-54.315778,-0.290841,-0.031022,-3.703101,4.25
-54.316663,-0.296301,-0.031225,-3.772617,4.26
-54.314238,-0.296956,-0.031319,-3.780965,4.27
-54.314138,-0.29428,-0.03134,-3.74689,4.28
-54.316659,-0.302941,-0.03143,-3.85716,4.29
-54.316155,-0.297618,-0.031503,-3.789389,4.3
-54.316155,-0.29763,-0.031624,-3.789541,4.31
-54.317872,-0.306004,-0.031722,-3.896168,4.32
-54.31447,-0.301886,-0.031835,-3.843727,4.33
-54.316423,-0.308084,-0.032017,-3.922654,4.34
-54.315969,-0.313354,-0.032154,-3.989741,4.35
-54.316405,-0.306791,-0.032359,-3.906185,4.36
-54.31838,-0.317144,-0.032405,-4.038008,4.37
-54.31556,-0.315529,-0.032582,-4.017441,4.38
-54.317399,-0.314343,-0.032525,-4.002339,4.39
-54.317763,-0.317174,-0.032605,-4.038387,4.4
-54.31625,-0.311989,-0.0326,-3.972362,4.41
-54.31774,-0.316942,-0.032791,-4.035428,4.42
-54.3161,-0.322253,-0.032884,-4.103046,4.43
-54.316368,-0.316685,-0.032833,-4.032164,4.44
-54.320161,-0.325078,-0.033028,-4.139019,4.45
-54.316677,-0.321716,-0.033115,-4.096216,4.46
-54.318526,-0.321239,-0.033095,-4.090145,4.47
-54.317704,-0.330234,-0.03317,-4.204664,4.48
-54.317254,-0.321943,-0.033322,-4.0991,4.49
-54.317654,-0.328493,-0.033263,-4.182504,4.5
-54.317604,-0.327182,-0.033398,-4.165808,4.51
-54.316296,-0.324106,-0.033418,-4.126649,4.52
-54.317903,-0.337636,-0.033552,-4.298921,4.53
-54.315682,-0.336701,-0.033873,-4.287006,4.54
-54.317327,-0.334525,-0.033699,-4.259306,4.55
-54.317308,-0.348479,-0.034141,-4.436967,4.56
-54.316831,-0.339592,-0.034022,-4.323813,4.57
-54.319161,-0.345588,-0.034207,-4.40016,4.58
-54.318571,-0.346124,-0.034331,-4.40699,4.59
-54.319548,-0.343758,-0.034406,-4.376861,4.6
-54.3223,-0.353074,-0.034608,-4.495479,4.61
-54.318607,-0.349486,-0.034638,-4.449792,4.62
-54.31972,-0.345892,-0.034628,-4.40403,4.63
-54.32012,-0.357449,-0.03467,-4.551183,4.64
-54.319021,-0.347006,-0.034778,-4.418222,4.65
-54.320292,-0.352389,-0.034767,-4.486751,4.66
-54.319325,-0.354028,-0.034819,-4.507621,4.67
-54.319416,-0.350231,-0.034799,-4.459279,4.68
-54.321001,-0.357318,-0.035003,-4.549513,4.69
-54.318857,-0.357926,-0.03516,-4.557254,4.7
-54.318485,-0.357729,-0.035218,-4.55475,4.71
-54.322541,-0.368172,-0.035365,-4.687711,4.72
-54.31977,-0.363475,-0.035375,-4.627909,4.73
-54.319366,-0.364703,-0.035529,-4.643542,4.74
-54.321301,-0.369906,-0.035551,-4.709795,4.75
-54.320301,-0.361466,-0.035543,-4.602333,4.76
-54.319607,-0.37207,-0.035749,-4.737343,4.77
-54.32056,-0.372148,-0.035815,-4.73833,4.78
-54.32061,-0.365251,-0.035784,-4.650524,4.79
-54.31923,-0.375688,-0.036056,-4.783409,4.8
-54.320283,-0.371188,-0.035975,-4.726111,4.81
-54.322132,-0.374699,-0.036098,-4.770811,4.82
-54.319307,-0.380129,-0.036217,-4.839948,4.83
-54.320052,-0.373638,-0.03631,-4.757303,4.84
-54.321977,-0.38051,-0.036436,-4.844805,4.85
-54.319747,-0.387532,-0.036581,-4.934205,4.86
-54.319407,-0.384659,-0.036704,-4.897625,4.87
-54.322145,-0.398064,-0.037183,-5.068304,4.88
-54.32155,-0.392991,-0.037196,-5.003721,4.89
-54.322472,-0.39317,-0.037243,-5.005997,4.9
-54.321114,-0.402051,-0.037445,-5.119075,4.91
-54.321146,-0.392926,-0.037423,-5.002886,4.92
-54.323535,-0.397503,-0.037352,-5.06117,4.93
-54.321419,-0.397485,-0.037382,-5.060943,4.94
-54.32205,-0.388467,-0.03743,-4.946119,4.95
-54.323122,-0.394845,-0.037526,-5.027323,4.96
-54.320883,-0.389415,-0.037489,-4.958186,4.97
-54.321414,-0.388724,-0.037424,-4.949383,4.98
-54.321342,-0.398529,-0.037621,-5.074223,4.99
-54.320519,-0.393629,-0.037576,-5.011841,5
-54.323394,-0.400752,-0.037743,-5.102531,5.01
-54.323417,-0.401992,-0.037743,-5.118316,5.02
-54.323122,-0.396085,-0.037839,-5.043108,5.03
