POSN mm ,LOAD kn,STRAIN1 mm,STRESS(MPA),TIME(sec)
-54.312885,-0.002319,-0.127102,-0.029522,7.04
-54.312539,-0.008935,-0.127271,-0.113761,7.05
-54.315019,-0.014311,-0.127312,-0.182214,7.06
-54.314779,-0.005352,-0.127097,-0.06815,7.07
-54.312376,-0.005734,-0.127146,-0.073007,7.08
-54.315478,-0.010562,-0.127162,-0.134479,7.09
-54.3163,-0.003827,-0.126968,-0.048722,7.1
-54.312231,-0.00478,-0.127095,-0.060865,7.11
-54.315655,-0.013548,-0.127142,-0.1725,7.12
-54.314951,-0.008965,-0.127093,-0.11414,7.13
-54.31228,-0.002277,-0.126977,-0.02899,7.14
-54.312585,-0.011432,-0.127142,-0.145559,7.15
-54.313493,-0.009269,-0.126993,-0.11801,7.16
-54.312703,-0.00242,-0.12707,-0.030812,7.17
-54.314047,-0.008184,-0.127143,-0.104198,7.18
-54.315464,-0.010735,-0.127076,-0.13668,7.19
-54.312512,-0.003266,-0.12698,-0.041588,7.2
-54.314193,-0.006914,-0.127116,-0.088034,7.21
-54.315682,-0.011474,-0.127092,-0.14609,7.22
-54.313884,-0.004828,-0.127062,-0.061472,7.23
-54.313734,-0.00689,-0.127118,-0.08773,7.24
-54.315869,-0.011885,-0.127177,-0.151327,7.25
-54.314724,-0.004697,-0.127149,-0.059802,7.26
-54.313134,-0.00416,-0.127028,-0.052972,7.27
-54.315192,-0.009841,-0.127169,-0.125296,7.28
-54.31357,-0.006223,-0.127107,-0.07923,7.29
-54.312489,-0.005811,-0.127106,-0.073994,7.3
-54.31447,-0.012928,-0.127246,-0.164608,7.31
-54.315237,-0.008947,-0.127194,-0.113912,7.32
-54.31303,-0.003588,-0.127138,-0.045686,7.33
-54.31476,-0.010914,-0.12721,-0.138956,7.34
-54.315187,-0.009483,-0.127186,-0.120743,7.35
-54.312571,-0.003612,-0.127093,-0.04599,7.36
-54.31263,-0.009817,-0.127206,-0.124992,7.37
-54.315056,-0.010455,-0.127112,-0.133113,7.38
-54.314165,-0.004381,-0.127017,-0.05578,7.39
-54.311586,-0.006807,-0.127212,-0.086668,7.4
-54.316386,-0.011802,-0.127251,-0.150264,7.41
-54.314061,-0.006312,-0.127212,-0.080369,7.42
-54.313389,-0.003868,-0.127189,-0.049253,7.43
-54.313775,-0.015301,-0.127374,-0.194812,7.44
-54.314692,-0.006324,-0.127293,-0.08052,7.45
-54.31357,-0.006819,-0.127254,-0.086819,7.46
-54.315219,-0.014257,-0.127309,-0.181531,7.47
-54.315233,-0.010329,-0.1272,-0.131519,7.48
-54.31362,-0.003123,-0.127213,-0.039767,7.49
-54.314447,-0.01387,-0.127416,-0.176598,7.5
-54.314851,-0.010026,-0.127236,-0.127649,7.51
-54.314824,-0.003636,-0.127127,-0.046294,7.52
-54.315741,-0.010002,-0.127306,-0.127345,7.53
-54.316323,-0.013804,-0.127212,-0.175764,7.54
-54.312971,-0.004971,-0.127162,-0.063293,7.55
-54.313316,-0.008374,-0.12732,-0.106627,7.56
-54.314234,-0.011951,-0.127209,-0.152161,7.57
-54.313153,-0.003642,-0.127085,-0.046369,7.58
-54.31462,-0.0072,-0.127132,-0.091676,7.59
-54.315837,-0.013065,-0.127333,-0.166353,7.6
-54.314156,-0.005776,-0.127244,-0.073538,7.61
-54.313484,-0.006199,-0.127255,-0.078927,7.62
-54.314379,-0.015372,-0.127342,-0.195723,7.63
-54.314738,-0.010163,-0.127304,-0.129394,7.64
-54.314065,-0.003713,-0.127204,-0.04728,7.65
-54.315592,-0.013542,-0.127179,-0.172424,7.66
-54.315632,-0.008446,-0.1272,-0.107538,7.67
-54.315115,-0.003439,-0.127163,-0.043789,7.68
-54.314315,-0.011814,-0.127287,-0.150416,7.69
-54.315973,-0.00785,-0.127241,-0.099948,7.7
-54.312821,-0.001216,-0.127091,-0.015482,7.71
-54.314729,-0.01142,-0.127228,-0.145407,7.72
-54.315383,-0.01083,-0.127243,-0.137894,7.73
-54.31511,-0.00608,-0.127316,-0.077409,7.74
-54.313121,-0.006056,-0.12727,-0.077105,7.75
-54.316032,-0.016761,-0.127281,-0.213405,7.76
-54.31457,-0.002837,-0.126997,-0.036124,7.77
-54.313734,-0.006938,-0.127097,-0.088337,7.78
-54.314429,-0.014979,-0.127237,-0.190714,7.79
-54.314547,-0.006819,-0.127197,-0.086819,7.8
-54.312617,-0.006455,-0.127135,-0.08219,7.81
-54.315024,-0.012809,-0.127177,-0.16309,7.82
-54.315664,-0.008267,-0.127146,-0.105261,7.83
-54.31333,-0.001544,-0.127279,-0.019656,7.84
-54.315269,-0.01328,-0.127176,-0.169085,7.85
-54.316568,-0.007498,-0.127165,-0.095471,7.86
-54.312707,-0.00363,-0.12707,-0.046218,7.87
-54.313761,-0.012237,-0.127235,-0.155804,7.88
-54.314642,-0.011098,-0.127296,-0.141309,7.89
-54.314633,-0.005013,-0.127126,-0.063824,7.9
-54.314733,-0.010157,-0.127229,-0.129318,7.91
-54.314134,-0.012034,-0.127225,-0.153224,7.92
-54.314138,-0.005382,-0.127106,-0.06853,7.93
-54.315128,-0.010473,-0.127176,-0.13334,7.94
-54.315946,-0.014049,-0.127315,-0.178875,7.95
-54.314574,-0.006038,-0.127154,-0.076878,7.96
-54.314029,-0.006676,-0.127188,-0.084998,7.97
-54.315328,-0.013226,-0.127329,-0.168402,7.98
-54.315387,-0.008065,-0.127233,-0.102681,7.99
-54.313575,-0.003397,-0.127204,-0.043258,8
-54.315333,-0.012791,-0.12724,-0.162862,8.01
-54.316573,-0.00754,-0.127152,-0.096002,8.02
-54.313225,-0.003427,-0.127123,-0.043637,8.03
-54.314529,-0.012189,-0.127146,-0.155197,8.04
-54.314919,-0.009567,-0.127145,-0.121805,8.05
-54.312576,-0.003624,-0.127115,-0.046142,8.06
-54.313543,-0.010067,-0.127173,-0.12818,8.07
-54.315024,-0.013864,-0.127237,-0.176522,8.08
-54.315401,-0.004852,-0.127218,-0.061775,8.09
-54.313693,-0.006855,-0.127242,-0.087275,8.1
-54.199615,-0.057143,-0.002582,-0.727567,0
-54.199932,-0.048596,-0.002433,-0.618739,0.01
-54.199387,-0.059289,-0.00288,-0.754888,0.02
-54.20011,-0.055009,-0.002951,-0.700398,0.03
-54.198783,-0.059611,-0.003196,-0.758986,0.04
-54.200019,-0.061631,-0.003328,-0.784713,0.05
-54.199228,-0.068164,-0.003814,-0.867889,0.06
-54.199814,-0.068599,-0.00396,-0.873429,0.07
-54.200005,-0.067073,-0.004088,-0.854001,0.08
-54.200854,-0.071383,-0.004427,-0.908871,0.09
-54.201077,-0.069308,-0.004389,-0.88246,0.1
-54.200618,-0.075454,-0.004457,-0.960704,0.11
-54.199383,-0.066584,-0.004638,-0.847778,0.12
-54.203366,-0.076264,-0.0049,-0.971025,0.13
-54.199478,-0.065863,-0.004833,-0.838595,0.14
-54.201554,-0.074416,-0.004978,-0.947499,0.15
-54.201499,-0.067657,-0.004869,-0.861439,0.16
-54.201545,-0.073737,-0.004938,-0.938847,0.17
-54.200382,-0.068837,-0.004925,-0.876465,0.18
-54.200723,-0.069761,-0.005199,-0.888228,0.19
-54.200859,-0.073421,-0.00516,-0.934825,0.2
-54.201776,-0.073403,-0.005444,-0.934598,0.21
-54.203416,-0.07841,-0.005618,-0.998346,0.22
-54.201885,-0.074935,-0.005774,-0.954102,0.23
-54.20358,-0.085783,-0.006153,-1.092223,0.24
-54.201032,-0.075477,-0.006135,-0.961008,0.25
-54.20348,-0.081646,-0.006278,-1.039555,0.26
-54.202567,-0.077337,-0.006119,-0.984686,0.27
-54.202776,-0.083363,-0.006194,-1.061411,0.28
-54.201499,-0.076789,-0.006166,-0.977704,0.29
-54.201754,-0.077659,-0.0063,-0.988784,0.3
-54.203166,-0.081319,-0.006387,-1.035381,0.31
-54.201976,-0.081044,-0.006487,-1.03189,0.32
-54.201863,-0.087166,-0.006558,-1.10983,0.33
-54.202467,-0.079018,-0.006706,-1.006087,0.34
-54.203412,-0.089729,-0.006831,-1.142463,0.35
-54.201277,-0.082004,-0.00684,-1.044108,0.36
-54.204361,-0.090909,-0.007206,-1.157489,0.37
-54.202562,-0.08229,-0.007098,-1.047751,0.38
-54.203493,-0.087786,-0.007371,-1.117723,0.39
-54.20244,-0.081009,-0.007354,-1.031434,0.4
-54.204188,-0.088251,-0.00749,-1.123642,0.41
-54.204211,-0.087875,-0.007592,-1.118861,0.42
-54.205392,-0.085849,-0.007751,-1.093058,0.43
-54.20531,-0.092459,-0.007759,-1.177221,0.44
-54.204665,-0.08713,-0.007794,-1.109375,0.45
-54.205855,-0.091463,-0.007831,-1.164547,0.46
-54.202926,-0.08325,-0.007686,-1.059969,0.47
-54.203784,-0.092244,-0.008013,-1.174489,0.48
-54.205464,-0.086552,-0.007975,-1.102013,0.49
-54.20511,-0.096285,-0.008087,-1.225943,0.5
-54.202567,-0.090742,-0.008228,-1.155364,0.51
-54.205097,-0.099492,-0.008513,-1.266772,0.52
-54.203907,-0.100613,-0.008507,-1.28104,0.53
-54.205183,-0.099468,-0.008691,-1.266469,0.54
-54.205751,-0.097227,-0.008808,-1.237934,0.55
-54.205296,-0.096154,-0.008721,-1.224273,0.56
-54.204792,-0.099766,-0.008929,-1.270263,0.57
-54.20482,-0.095803,-0.008948,-1.219796,0.58
-54.207136,-0.103378,-0.009107,-1.316253,0.59
-54.205601,-0.095606,-0.009144,-1.217291,0.6
-54.206568,-0.104719,-0.009217,-1.333329,0.61
-54.204715,-0.096953,-0.00921,-1.234443,0.62
-54.207081,-0.10438,-0.00942,-1.329003,0.63
-54.205528,-0.09973,-0.00942,-1.269808,0.64
-54.204374,-0.105321,-0.009385,-1.340994,0.65
-54.206645,-0.10075,-0.009605,-1.282785,0.66
-54.204088,-0.105339,-0.009759,-1.341221,0.67
-54.208662,-0.105375,-0.009843,-1.341677,0.68
-54.206382,-0.105411,-0.009921,-1.342132,0.69
-54.206337,-0.11217,-0.009912,-1.428193,0.7
-54.207263,-0.101668,-0.009975,-1.294473,0.71
-54.20665,-0.117618,-0.010116,-1.497557,0.72
-54.205306,-0.103718,-0.010177,-1.320579,0.73
-54.205837,-0.110942,-0.010453,-1.412559,0.74
-54.205383,-0.105619,-0.010335,-1.344788,0.75
-54.205701,-0.113493,-0.01059,-1.44504,0.76
-54.207699,-0.11031,-0.010568,-1.404515,0.77
-54.207645,-0.110644,-0.010567,-1.408764,0.78
-54.20814,-0.112665,-0.010764,-1.434492,0.79
-54.206673,-0.111604,-0.010896,-1.420983,0.8
-54.209648,-0.120026,-0.010822,-1.528217,0.81
-54.206972,-0.114298,-0.011052,-1.455286,0.82
-54.209202,-0.126177,-0.011395,-1.606536,0.83
-54.206228,-0.118035,-0.01142,-1.502869,0.84
-54.208744,-0.131029,-0.011803,-1.668312,0.85
-54.207963,-0.124317,-0.011817,-1.582858,0.86
-54.208335,-0.1315,-0.012036,-1.674307,0.87
-54.208948,-0.12666,-0.012113,-1.612684,0.88
-54.208353,-0.130284,-0.012219,-1.658825,0.89
-54.207872,-0.12539,-0.012232,-1.596519,0.9
-54.208449,-0.126827,-0.01219,-1.614809,0.91
-54.211133,-0.130969,-0.012486,-1.667553,0.92
-54.207286,-0.127995,-0.012566,-1.629683,0.93
-54.209366,-0.13513,-0.012696,-1.720525,0.94
-54.208912,-0.128144,-0.012598,-1.63158,0.95
-54.211001,-0.138241,-0.012784,-1.76014,0.96
-54.208498,-0.12961,-0.012958,-1.65025,0.97
-54.209956,-0.140196,-0.01306,-1.785032,0.98
-54.208621,-0.13417,-0.013181,-1.708306,0.99
-54.211651,-0.143719,-0.013377,-1.829884,1
-54.210075,-0.139546,-0.013387,-1.77676,1.01
-54.209366,-0.142443,-0.01364,-1.813643,1.02
-54.209325,-0.14497,-0.013736,-1.845821,1.03
-54.208671,-0.141793,-0.013773,-1.805371,1.04
-54.211305,-0.146073,-0.013909,-1.859861,1.05
-54.209071,-0.138468,-0.013867,-1.763024,1.06
-54.208707,-0.148284,-0.014061,-1.888016,1.07
-54.210152,-0.137615,-0.013998,-1.752171,1.08
-54.21121,-0.149983,-0.013997,-1.909645,1.09
-54.209098,-0.139296,-0.013936,-1.773572,1.1
-54.209248,-0.148612,-0.014147,-1.89219,1.11
-54.210143,-0.138634,-0.014059,-1.765149,1.12
-54.20848,-0.148141,-0.014171,-1.886195,1.13
-54.210942,-0.147015,-0.014374,-1.871851,1.14
-54.210075,-0.148386,-0.014424,-1.889306,1.15
-54.210424,-0.148875,-0.014448,-1.895529,1.16
-54.209384,-0.147337,-0.014664,-1.875949,1.17
-54.211728,-0.157452,-0.014578,-2.004736,1.18
-54.212127,-0.15083,-0.014802,-1.920422,1.19
-54.212473,-0.165778,-0.015103,-2.110756,1.2
-54.212713,-0.160992,-0.015393,-2.049816,1.21
-54.213027,-0.169307,-0.015746,-2.155684,1.22
-54.210688,-0.161666,-0.015676,-2.058391,1.23
-54.211605,-0.169283,-0.01575,-2.15538,1.24
-54.213631,-0.165707,-0.015818,-2.109845,1.25
-54.211869,-0.166923,-0.015911,-2.125327,1.26
-54.214067,-0.168997,-0.016033,-2.151737,1.27
-54.210524,-0.166905,-0.016102,-2.1251,1.28
-54.214094,-0.168335,-0.016184,-2.143313,1.29
-54.210606,-0.163728,-0.016066,-2.08465,1.3
-54.213195,-0.170624,-0.016165,-2.172456,1.31
-54.209716,-0.163114,-0.016149,-2.076833,1.32
-54.21309,-0.174004,-0.016195,-2.215486,1.33
-54.212804,-0.165546,-0.016234,-2.107796,1.34
-54.2128,-0.176495,-0.01657,-2.247208,1.35
-54.213531,-0.170457,-0.016458,-2.170331,1.36
-54.213295,-0.176263,-0.0167,-2.244248,1.37
-54.214112,-0.174797,-0.016815,-2.225579,1.38
-54.21285,-0.179541,-0.017074,-2.285988,1.39
-54.216547,-0.18186,-0.017002,-2.31551,1.4
-54.212454,-0.178069,-0.017183,-2.267243,1.41
-54.216197,-0.185001,-0.017233,-2.355505,1.42
-54.212336,-0.181782,-0.017254,-2.314523,1.43
-54.215012,-0.1912,-0.017576,-2.434431,1.44
-54.214094,-0.18059,-0.017495,-2.299345,1.45
-54.216152,-0.189519,-0.017768,-2.41303,1.46
-54.21403,-0.185019,-0.017691,-2.355732,1.47
-54.212745,-0.192016,-0.017772,-2.444828,1.48
-54.215012,-0.187647,-0.017861,-2.3892,1.49
-54.21359,-0.193852,-0.018021,-2.468203,1.5
-54.215629,-0.192428,-0.018229,-2.450065,1.51
-54.213336,-0.195807,-0.018343,-2.493095,1.52
-54.217155,-0.198478,-0.018511,-2.527094,1.53
-54.214248,-0.195253,-0.018445,-2.486037,1.54
-54.215743,-0.203496,-0.018793,-2.590994,1.55
-54.214158,-0.194478,-0.01856,-2.476171,1.56
-54.216365,-0.206363,-0.018807,-2.627498,1.57
-54.21508,-0.19716,-0.018793,-2.510322,1.58
-54.216433,-0.209939,-0.019151,-2.673032,1.59
-54.216392,-0.20017,-0.019093,-2.548647,1.6
-54.214843,-0.206304,-0.01918,-2.626739,1.61
-54.216165,-0.205481,-0.01929,-2.616266,1.62
-54.215588,-0.208622,-0.019232,-2.656261,1.63
-54.217446,-0.210619,-0.019467,-2.681684,1.64
-54.213435,-0.208586,-0.019552,-2.655805,1.65
-54.218468,-0.213677,-0.019599,-2.720616,1.66
-54.215434,-0.207114,-0.019493,-2.63706,1.67
-54.217264,-0.218368,-0.019677,-2.780342,1.68
-54.214848,-0.210327,-0.019678,-2.677965,1.69
-54.216874,-0.219935,-0.019977,-2.800302,1.7
-54.215057,-0.212258,-0.019888,-2.702554,1.71
-54.216724,-0.221217,-0.020163,-2.816618,1.72
-54.218327,-0.216782,-0.020046,-2.760155,1.73
-54.216311,-0.223249,-0.020167,-2.842497,1.74
-54.217841,-0.217295,-0.020139,-2.766682,1.75
-54.215702,-0.221413,-0.020357,-2.819123,1.76
-54.217301,-0.223488,-0.020415,-2.845533,1.77
-54.216719,-0.220948,-0.020372,-2.813203,1.78
-54.218313,-0.231212,-0.02073,-2.943887,1.79
-54.217714,-0.224,-0.020681,-2.852059,1.8
-54.21835,-0.235677,-0.021035,-3.00073,1.81
-54.217183,-0.229359,-0.020995,-2.920285,1.82
-54.218264,-0.23542,-0.021245,-2.997466,1.83
-54.217124,-0.230974,-0.021242,-2.940852,1.84
-54.218772,-0.237149,-0.021293,-3.019475,1.85
-54.220067,-0.233817,-0.021271,-2.977052,1.86
-54.21969,-0.235963,-0.021406,-3.004373,1.87
-54.219013,-0.237668,-0.021398,-3.026077,1.88
-54.2181,-0.233483,-0.021589,-2.972802,1.89
-54.219199,-0.243258,-0.021682,-3.097263,1.9
-54.219517,-0.238025,-0.021723,-3.030631,1.91
-54.220153,-0.248438,-0.0219,-3.163212,1.92
-54.218168,-0.238299,-0.02192,-3.034122,1.93
-54.219617,-0.248611,-0.022043,-3.165413,1.94
-54.21845,-0.239623,-0.021964,-3.05097,1.95
-54.21974,-0.247735,-0.022075,-3.154257,1.96
-54.220176,-0.241435,-0.022095,-3.07404,1.97
-54.217732,-0.251108,-0.022264,-3.197212,1.98
-54.221161,-0.250387,-0.022314,-3.188029,1.99
-54.219885,-0.249898,-0.022545,-3.181806,2
-54.219935,-0.253779,-0.022533,-3.231211,2.01
-54.218064,-0.251186,-0.02257,-3.198198,2.02
-54.220053,-0.258112,-0.022795,-3.286383,2.03
-54.219999,-0.251418,-0.022681,-3.201158,2.04
-54.221525,-0.263196,-0.022843,-3.351118,2.05
-54.217773,-0.254613,-0.022894,-3.241835,2.06
-54.220076,-0.264043,-0.023075,-3.361895,2.07
-54.22202,-0.258571,-0.023084,-3.292227,2.08
-54.219976,-0.26347,-0.023291,-3.354609,2.09
-54.221425,-0.26288,-0.023357,-3.347096,2.1
-54.220335,-0.265574,-0.023447,-3.381399,2.11
-54.220262,-0.267804,-0.023587,-3.409782,2.12
-54.21924,-0.269753,-0.023644,-3.434599,2.13
-54.223078,-0.274938,-0.023811,-3.500624,2.14
-54.219158,-0.271672,-0.024025,-3.459035,2.15
-54.220834,-0.285202,-0.024269,-3.631308,2.16
-54.220294,-0.275075,-0.024406,-3.502369,2.17
-54.221238,-0.288725,-0.024607,-3.67616,2.18
-54.221561,-0.279099,-0.024572,-3.553596,2.19
-54.221761,-0.286597,-0.02468,-3.649067,2.2
-54.222814,-0.282967,-0.024667,-3.602849,2.21
-54.220784,-0.285715,-0.024892,-3.637835,2.22
-54.225267,-0.28522,-0.024663,-3.631536,2.23
-54.222705,-0.283283,-0.024815,-3.606871,2.24
-54.223151,-0.283349,-0.02483,-3.607706,2.25
-54.221729,-0.28109,-0.024886,-3.578943,2.26
-54.222624,-0.28711,-0.024952,-3.655593,2.27
-54.221479,-0.278687,-0.024888,-3.548359,2.28
-54.222547,-0.288659,-0.025106,-3.675325,2.29
-54.221797,-0.279766,-0.025024,-3.562095,2.3
-54.223064,-0.293088,-0.02521,-3.731712,2.31
-54.223173,-0.286084,-0.025196,-3.64254,2.32
-54.225099,-0.294292,-0.02537,-3.747042,2.33
-54.223196,-0.293827,-0.025348,-3.741122,2.34
-54.222006,-0.295323,-0.025407,-3.760171,2.35
-54.22603,-0.303006,-0.025839,-3.857994,2.36
-54.220848,-0.303125,-0.02588,-3.859512,2.37
-54.225403,-0.308305,-0.026065,-3.925461,2.38
-54.222537,-0.303024,-0.026155,-3.858222,2.39
-54.223945,-0.319541,-0.026354,-4.068516,2.4
-54.222474,-0.315094,-0.026579,-4.011901,2.41
-54.224622,-0.321484,-0.026689,-4.093256,2.42
-54.225294,-0.314093,-0.026717,-3.999152,2.43
-54.224477,-0.321841,-0.026844,-4.09781,2.44
-54.223042,-0.313461,-0.026774,-3.991107,2.45
-54.223491,-0.318652,-0.026838,-4.057208,2.46
-54.22549,-0.317025,-0.026992,-4.03649,2.47
-54.224981,-0.31786,-0.026937,-4.047115,2.48
-54.225862,-0.319457,-0.027017,-4.067454,2.49
-54.223936,-0.314635,-0.026983,-4.006058,2.5
-54.226325,-0.323409,-0.027044,-4.117769,2.51
-54.223655,-0.312781,-0.02702,-3.982456,2.52
-54.225544,-0.324321,-0.027216,-4.129381,2.53
-54.225576,-0.316954,-0.027141,-4.035579,2.54
-54.225417,-0.327182,-0.027285,-4.165808,2.55
-54.224254,-0.319821,-0.027314,-4.072083,2.56
-54.223446,-0.329596,-0.027404,-4.196544,2.57
-54.225381,-0.323665,-0.027353,-4.121033,2.58
-54.224254,-0.327784,-0.027479,-4.173473,2.59
-54.224831,-0.327057,-0.027599,-4.164215,2.6
-54.225008,-0.327349,-0.027609,-4.167933,2.61
-54.225926,-0.331503,-0.027814,-4.220829,2.62
-54.225226,-0.325632,-0.027769,-4.146077,2.63
-54.22702,-0.340986,-0.028037,-4.341572,2.64
-54.225258,-0.334936,-0.027912,-4.264542,2.65
-54.225962,-0.346136,-0.028263,-4.407142,2.66
-54.2242,-0.338048,-0.02827,-4.304158,2.67
-54.228206,-0.347114,-0.028532,-4.419588,2.68
-54.225662,-0.339597,-0.028495,-4.323889,2.69
-54.226266,-0.348425,-0.028571,-4.436284,2.7
-54.227352,-0.347543,-0.028565,-4.425052,2.71
-54.227266,-0.349981,-0.028728,-4.456091,2.72
-54.228537,-0.35131,-0.028838,-4.473015,2.73
-54.225789,-0.350994,-0.028922,-4.468993,2.74
-54.227583,-0.355893,-0.029052,-4.531375,2.75
-54.22564,-0.353384,-0.029201,-4.499425,2.76
-54.227897,-0.364274,-0.02928,-4.638078,2.77
-54.227942,-0.358027,-0.029357,-4.558544,2.78
-54.229695,-0.36878,-0.029707,-4.695451,2.79
-54.226711,-0.360256,-0.029668,-4.586927,2.8
-54.228151,-0.37322,-0.029923,-4.75199,2.81
-54.228128,-0.366926,-0.030022,-4.671849,2.82
-54.227279,-0.372845,-0.030171,-4.747209,2.83
-54.228106,-0.37505,-0.030206,-4.775289,2.84
-54.22777,-0.373751,-0.030397,-4.758745,2.85
-54.230036,-0.375956,-0.030259,-4.786824,2.86
-54.228437,-0.367451,-0.030387,-4.678528,2.87
-54.229014,-0.378597,-0.030483,-4.820444,2.88
-54.227811,-0.369376,-0.030292,-4.703041,2.89
-54.230054,-0.37868,-0.030506,-4.821506,2.9
-54.229959,-0.368738,-0.030416,-4.69492,2.91
-54.23034,-0.380689,-0.030501,-4.847082,2.92
-54.229695,-0.373447,-0.030535,-4.754874,2.93
-54.228115,-0.379837,-0.030688,-4.836229,2.94
-54.229169,-0.381202,-0.030774,-4.853608,2.95
-54.227538,-0.385928,-0.030874,-4.91379,2.96
-54.227983,-0.391644,-0.03095,-4.986569,2.97
-54.228406,-0.38926,-0.031066,-4.956213,2.98
-54.230059,-0.394887,-0.031187,-5.027854,2.99
-54.228555,-0.38867,-0.031335,-4.9487,3
-54.229764,-0.397402,-0.031357,-5.05988,3.01
-54.229732,-0.3874,-0.031293,-4.932535,3.02
-54.230381,-0.394732,-0.031485,-5.025881,3.03
-54.230127,-0.388396,-0.031488,-4.945209,3.04
-54.229754,-0.400352,-0.031595,-5.097446,3.05
-54.230181,-0.393206,-0.031621,-5.006453,3.06
-54.230141,-0.398076,-0.031677,-5.068456,3.07
-54.231907,-0.400436,-0.031685,-5.098509,3.08
-54.229523,-0.403249,-0.031966,-5.134329,3.09
-54.231244,-0.413859,-0.03215,-5.269415,3.1
-54.230958,-0.408101,-0.032239,-5.196104,3.11
-54.232911,-0.416559,-0.03251,-5.303794,3.12
-54.230799,-0.413895,-0.032487,-5.26987,3.13
-54.233025,-0.423819,-0.032696,-5.396229,3.14
-54.232334,-0.412381,-0.032683,-5.250594,3.15
-54.231812,-0.421393,-0.032784,-5.365341,3.16
-54.230717,-0.412643,-0.032758,-5.253933,3.17
-54.230963,-0.422275,-0.032987,-5.376573,3.18
-54.231308,-0.420237,-0.032925,-5.350618,3.19
-54.229641,-0.426608,-0.033262,-5.431746,3.2
-54.232098,-0.428808,-0.033225,-5.45975,3.21
-54.2303,-0.425792,-0.033354,-5.421349,3.22
-54.233697,-0.430018,-0.033375,-5.475156,3.23
-54.231494,-0.424129,-0.03342,-5.400175,3.24
-54.232657,-0.43264,-0.033605,-5.508548,3.25
-54.230327,-0.42755,-0.033557,-5.443737,3.26
-54.232807,-0.432658,-0.033614,-5.508775,3.27
-54.231735,-0.423604,-0.033509,-5.393497,3.28
-54.23223,-0.436908,-0.033736,-5.562886,3.29
-54.230763,-0.433105,-0.033912,-5.514467,3.3
-54.232262,-0.440133,-0.034027,-5.603943,3.31
-54.233661,-0.441372,-0.034113,-5.619728,3.32
-54.231853,-0.444931,-0.034204,-5.665035,3.33
-54.233093,-0.448513,-0.034336,-5.710645,3.34
-54.232148,-0.449479,-0.034493,-5.72294,3.35
-54.233978,-0.461709,-0.034691,-5.878668,3.36
-54.234028,-0.454897,-0.034828,-5.791925,3.37
-54.235182,-0.468749,-0.035173,-5.968295,3.38
-54.232139,-0.460553,-0.035204,-5.863945,3.39
-54.233551,-0.473398,-0.035336,-6.02749,3.4
-54.232766,-0.462389,-0.035278,-5.88732,3.41
-54.233701,-0.468379,-0.035494,-5.96359,3.42
-54.234374,-0.463718,-0.035454,-5.904243,3.43
-54.234801,-0.469071,-0.035538,-5.972393,3.44
-54.2355,-0.464922,-0.035366,-5.919573,3.45
-54.232284,-0.463808,-0.03555,-5.905382,3.46
-54.235654,-0.465727,-0.035563,-5.929818,3.47
-54.233066,-0.461572,-0.035489,-5.876922,3.48
-54.234946,-0.470442,-0.0356,-5.989848,3.49
-54.232484,-0.460368,-0.035482,-5.861592,3.5
-54.234442,-0.471294,-0.035834,-6.000701,3.51
-54.232798,-0.465578,-0.035738,-5.927921,3.52
-54.234115,-0.477129,-0.035859,-6.074998,3.53
-54.234192,-0.47332,-0.035906,-6.026504,3.54
-54.23446,-0.482064,-0.036142,-6.137836,3.55
-54.235927,-0.483787,-0.036274,-6.159768,3.56
-54.234973,-0.489855,-0.036489,-6.237025,3.57
-54.237021,-0.494462,-0.036726,-6.295689,3.58
-54.235291,-0.487995,-0.036529,-6.213347,3.59
-54.235296,-0.496203,-0.036829,-6.317849,3.6
-54.233642,-0.484371,-0.03677,-6.167205,3.61
-54.237353,-0.497442,-0.037003,-6.333634,3.62
-54.234551,-0.48821,-0.036887,-6.216079,3.63
-54.23709,-0.498122,-0.037043,-6.342286,3.64
-54.235941,-0.489831,-0.037001,-6.236722,3.65
-54.236831,-0.49684,-0.037022,-6.325969,3.66
-54.235455,-0.492775,-0.037051,-6.274212,3.67
-54.235968,-0.497508,-0.037266,-6.334469,3.68
-54.235854,-0.500202,-0.037183,-6.368772,3.69
-54.236367,-0.506341,-0.037444,-6.44694,3.7
-54.237408,-0.514811,-0.037834,-6.554781,3.71
-54.236622,-0.515485,-0.037881,-6.563356,3.72
-54.237398,-0.524664,-0.038183,-6.680229,3.73
-54.237199,-0.514281,-0.038131,-6.548026,3.74
-54.238243,-0.524694,-0.038216,-6.680608,3.75
-54.236776,-0.51589,-0.038201,-6.568517,3.76
-54.238316,-0.525063,-0.038483,-6.685313,3.77
-54.236658,-0.518823,-0.038399,-6.605855,3.78
-54.237035,-0.526702,-0.038619,-6.706183,3.79
-54.237962,-0.519252,-0.038395,-6.61132,3.8
-54.237739,-0.521135,-0.038581,-6.635301,3.81
-54.238761,-0.524455,-0.038532,-6.677572,3.82
-54.237894,-0.52011,-0.03859,-6.622248,3.83
-54.237694,-0.524485,-0.038757,-6.677952,3.84
-54.236699,-0.520408,-0.038705,-6.626042,3.85
-54.238479,-0.534672,-0.038884,-6.80765,3.86
-54.236186,-0.531685,-0.039031,-6.769628,3.87
-54.240333,-0.546962,-0.039353,-6.964137,3.88
-54.238938,-0.538433,-0.039395,-6.855537,3.89
-54.238902,-0.548106,-0.039564,-6.978708,3.9
