37
1 	 0.000000 	 0.000000 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
2 	 0.000000 	 0.009526 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
3 	 0.000000 	 0.019052 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
4 	 0.008250 	 -0.004763 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
5 	 0.008250 	 0.004763 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
6 	 0.008250 	 0.014289 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
7 	 0.008250 	 0.023815 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
8 	 0.016500 	 -0.009526 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
9 	 0.016500 	 0.000000 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
10 	 0.016500 	 0.009526 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
11 	 0.016500 	 0.019052 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
12 	 0.016500 	 0.028578 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
13 	 0.024749 	 -0.004763 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
14 	 0.024749 	 0.004763 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
15 	 0.024749 	 0.014289 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
16 	 0.024749 	 0.023815 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
17 	 0.032999 	 0.000000 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
18 	 0.032999 	 0.009526 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
19 	 0.032999 	 0.019052 	 1.000000 	 1 	 1.150000e+11 	 8.500000e+03 	 0.300000 	 4.763000e-03 
20 	 -0.004763 	 0.000000 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
21 	 -0.004763 	 0.009526 	 1.000000 	 3 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
22 	 -0.004763 	 0.019052 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
23 	 -0.002381 	 0.023177 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
24 	 0.005868 	 0.027940 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
25 	 0.014118 	 0.032703 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
26 	 0.018881 	 0.032703 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
27 	 0.027131 	 0.027940 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
28 	 0.035381 	 0.023177 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
29 	 0.037762 	 0.000000 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
30 	 0.037762 	 0.009526 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
31 	 0.037762 	 0.019052 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
32 	 0.018881 	 -0.013651 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
33 	 0.027131 	 -0.008888 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
34 	 0.035381 	 -0.004125 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
35 	 -0.002381 	 -0.004125 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
36 	 0.005868 	 -0.008888 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
37 	 0.014118 	 -0.013651 	 1.000000 	 2 	 1.150000e+11 	 8.500000e+03 	 0.350000 	 4.763000e-03 
